lead_time,cloud_error_pp,ghi_error_wm2
48,81.0,-63.700000000000045
72,81.0,112.29999999999995
24,80.0,-69.5
48,80.0,-712.5
72,80.0,-124.5
24,13.0,-801.7
48,13.0,-881.7
72,13.0,-316.70000000000005
24,0.0,-61.799999999999955
48,0.0,106.20000000000005
72,0.0,-190.79999999999995
24,0.0,-89.80000000000001
48,0.0,11.199999999999989
72,0.0,-155.8
24,0.0,43.3
48,0.0,28.3
72,0.0,1.3000000000000007
24,0.0,56.8
48,0.0,49.8
72,0.0,-6.199999999999999
24,0.0,28.0
48,0.0,12.0
72,0.0,-19.0
24,13.0,-5.300000000000001
48,13.0,-5.300000000000001
72,13.0,-1.3000000000000007
24,0.0,-28.700000000000003
48,0.0,-33.7
72,0.0,-50.7
24,0.0,-61.69999999999999
48,-29.0,54.30000000000001
72,0.0,-223.7
24,0.0,-60.0
48,-21.0,180.0
72,0.0,-292.0
24,0.0,329.7
48,-12.0,447.7
72,0.0,-120.30000000000001
24,1.0,119.80000000000001
48,-46.0,352.8
72,-47.0,338.8
24,0.0,-138.79999999999995
48,-80.0,107.20000000000005
72,-76.0,94.20000000000005
24,54.0,-224.5
48,-32.0,176.5
72,12.0,152.5
24,61.0,-534.8
48,-26.0,234.20000000000005
72,61.0,-515.8
24,63.0,-638.0
48,34.0,9.0
72,63.0,-514.0
24,74.0,-333.8
48,-13.0,143.2
72,74.0,100.19999999999999
24,53.0,213.8
48,75.0,302.8
72,44.0,324.8
24,86.0,49.7
48,86.0,95.7
72,77.0,76.7
24,7.0,-5.199999999999999
48,-81.0,-4.199999999999999
72,-86.0,-4.199999999999999
24,75.0,-57.0
48,1.0,-41.0
72,-4.0,-39.0
24,81.0,-77.5
48,-8.0,-64.5
72,66.0,-88.5
24,-51.0,-47.0
48,-72.0,-36.0
72,22.0,-80.0
24,-33.0,-41.0
48,-93.0,-27.0
72,0.0,-68.0
24,-27.0,11.799999999999955
48,-94.0,29.799999999999955
72,-2.0,-7.2000000000000455
24,-26.0,131.79999999999995
48,-80.0,174.79999999999995
72,0.0,158.79999999999995
24,-1.0,101.70000000000005
48,-75.0,210.70000000000005
72,-93.0,218.70000000000005
24,-21.0,-25.700000000000045
48,-74.0,21.299999999999955
72,-42.0,49.299999999999955
24,19.0,101.20000000000005
48,-33.0,148.20000000000005
72,-43.0,164.20000000000005
24,30.0,94.5
48,1.0,178.5
72,-36.0,201.5
24,-7.0,2.6999999999999886
48,4.0,-4.300000000000011
72,-18.0,13.699999999999989
24,-5.0,-11.5
48,85.0,-63.5
72,-15.0,-4.5
24,0.0,-3.0
48,0.0,-3.0
72,0.0,-3.0
24,0.0,-37.19999999999999
48,0.0,-38.19999999999999
72,0.0,-39.19999999999999
24,-13.0,-48.19999999999999
48,-13.0,-52.19999999999999
72,-13.0,-47.19999999999999
24,-18.0,52.19999999999999
48,-18.0,49.19999999999999
72,-18.0,54.19999999999999
24,-9.0,104.29999999999995
48,-12.0,105.29999999999995
72,-7.0,106.29999999999995
24,-11.0,79.20000000000005
48,-20.0,83.20000000000005
72,8.0,70.20000000000005
24,-3.0,119.29999999999995
48,-20.0,122.29999999999995
72,34.0,74.29999999999995
24,16.0,35.299999999999955
48,10.0,40.299999999999955
72,23.0,35.299999999999955
24,13.0,27.700000000000045
48,8.0,26.700000000000045
72,81.0,-402.29999999999995
24,19.0,51.799999999999955
48,7.0,50.799999999999955
72,77.0,-422.20000000000005
24,41.0,-10.300000000000011
48,83.0,-81.30000000000001
72,21.0,64.69999999999999
24,77.0,-128.8
48,-20.0,20.19999999999999
72,35.0,-30.80000000000001
24,63.0,-14.5
48,-14.0,20.5
72,-14.0,18.5
24,0.0,-2.1999999999999993
48,0.0,-2.1999999999999993
72,0.0,-2.1999999999999993
24,-1.0,-30.30000000000001
48,-1.0,-30.30000000000001
72,-1.0,-24.30000000000001
24,-4.0,-37.80000000000001
48,-4.0,-34.80000000000001
72,-4.0,-34.80000000000001
24,-10.0,6.0
48,-10.0,9.0
72,-5.0,9.0
24,-15.0,-5.7000000000000455
48,-15.0,-3.7000000000000455
72,-10.0,-3.7000000000000455
24,-16.0,65.5
48,-16.0,72.5
72,-11.0,70.5
24,-4.0,54.299999999999955
48,-18.0,64.29999999999995
72,-13.0,62.299999999999955
24,60.0,-127.0
48,-12.0,39.0
72,-7.0,40.0
24,-10.0,74.5
48,-10.0,76.5
72,-4.0,76.5
24,-13.0,60.299999999999955
48,-13.0,69.29999999999995
72,-8.0,68.29999999999995
24,-17.0,87.69999999999999
48,-17.0,91.69999999999999
72,-17.0,93.69999999999999
24,-22.0,124.19999999999999
48,-27.0,124.19999999999999
72,-27.0,128.2
24,77.0,-7.800000000000011
48,-23.0,13.199999999999989
72,-23.0,14.199999999999989
24,-12.0,-1.7000000000000002
48,-83.0,-1.7000000000000002
72,-90.0,-1.7000000000000002
24,9.0,-36.80000000000001
48,-77.0,-28.80000000000001
72,-71.0,-27.80000000000001
24,59.0,-50.0
48,-29.0,-48.0
72,-29.0,-44.0
24,-2.0,-48.799999999999955
48,-89.0,-44.799999999999955
72,-90.0,-38.799999999999955
24,9.0,-73.5
48,-79.0,-38.5
72,-85.0,-32.5
24,-21.0,-41.0
48,-77.0,-39.0
72,2.0,-70.0
24,51.0,-61.200000000000045
48,2.0,-101.20000000000005
72,-34.0,-30.200000000000045
24,76.0,-47.0
48,70.0,-75.0
72,-12.0,53.0
24,0.0,90.5
48,-84.0,147.5
72,-91.0,149.5
24,4.0,-16.0
48,-65.0,59.0
72,4.0,23.0
24,3.0,11.5
48,-30.0,114.5
72,3.0,74.5
24,-22.0,-39.0
48,-51.0,-31.0
72,0.0,-82.0
24,0.0,22.799999999999997
48,-84.0,52.8
72,-26.0,49.8
24,0.0,4.0
48,0.0,-1.0
72,-100.0,3.0
24,-10.0,37.0
48,0.0,-34.0
72,-100.0,66.0
24,0.0,-60.5
48,-9.0,122.5
72,0.0,123.5
24,0.0,-181.8
48,0.0,-9.800000000000011
72,0.0,139.2
24,0.0,-321.3
48,0.0,-359.3
72,0.0,186.7
24,0.0,-238.0
48,0.0,-292.0
72,0.0,363.0
24,0.0,-380.3
48,0.0,-441.3
72,0.0,290.7
24,0.0,-325.2
48,0.0,-232.2
72,0.0,337.8
24,-85.0,474.0
48,1.0,134.0
72,-33.0,324.0
24,-54.0,498.7
48,32.0,297.7
72,-29.0,425.7
24,-25.0,334.8
48,67.0,231.8
72,67.0,205.8
24,-91.0,263.5
48,2.0,51.5
72,2.0,132.5
24,-93.0,165.2
48,-62.0,130.2
72,0.0,99.2
24,57.0,-1.0
48,65.0,0.0
72,65.0,-5.0
24,68.0,10.2
48,20.0,74.2
72,59.0,24.2
24,39.0,84.8
48,43.0,119.8
72,30.0,183.8
24,2.0,49.19999999999999
48,2.0,59.19999999999999
72,-8.0,146.2
24,33.0,467.3
48,33.0,433.3
72,22.0,459.3
24,47.0,503.2
48,47.0,595.2
72,47.0,512.2
24,66.0,-141.5
48,66.0,89.5
72,66.0,-401.5
24,54.0,-285.5
48,-31.0,-1.5
72,54.0,-824.5
24,46.0,-49.799999999999955
48,46.0,-344.79999999999995
72,23.0,37.200000000000045
24,16.0,364.5
48,16.0,-264.5
72,16.0,-99.5
24,3.0,-29.80000000000001
48,3.0,-352.8
72,3.0,-339.8
24,9.0,-14.300000000000011
48,9.0,-168.3
72,9.0,-213.3
24,0.0,24.5
48,0.0,31.5
72,0.0,-10.5
24,0.0,-0.2999999999999998
48,0.0,-5.3
72,0.0,-3.3
24,-4.0,-8.799999999999997
48,0.0,-91.8
72,0.0,-76.8
24,0.0,-83.3
48,0.0,148.7
72,0.0,14.700000000000003
24,0.0,-117.80000000000001
48,-18.0,265.2
72,0.0,173.2
24,0.0,-44.2
48,-8.0,511.8
72,0.0,24.799999999999997
24,0.0,10.200000000000003
48,0.0,188.2
72,0.0,-36.8
24,0.0,-127.19999999999999
48,0.0,126.80000000000001
72,0.0,-115.19999999999999
24,0.0,-50.0
48,0.0,18.0
72,0.0,-56.0
24,0.0,-19.700000000000003
48,0.0,98.3
72,0.0,4.299999999999997
24,0.0,-91.7
48,0.0,-48.7
72,0.0,-62.7
24,76.0,-193.8
48,76.0,-116.80000000000001
72,76.0,-199.8
24,5.0,-160.3
48,5.0,-169.3
72,5.0,-141.3
24,92.0,-26.0
48,92.0,-21.0
72,92.0,-4.0
24,2.0,-0.7999999999999998
48,-3.0,-0.7999999999999998
72,97.0,-1.7999999999999998
24,6.0,-33.19999999999999
48,0.0,-34.19999999999999
72,100.0,-44.19999999999999
24,0.0,-54.19999999999999
48,0.0,-54.19999999999999
72,5.0,-61.19999999999999
24,0.0,-55.5
48,0.0,-55.5
72,17.0,-62.5
24,-1.0,-53.0
48,-1.0,-52.0
72,18.0,-56.0
24,-7.0,-50.700000000000045
48,-7.0,-48.700000000000045
72,40.0,-119.70000000000005
24,-14.0,-54.700000000000045
48,-14.0,-50.700000000000045
72,42.0,-134.70000000000005
24,-21.0,-56.200000000000045
48,-21.0,-52.200000000000045
72,19.0,-98.20000000000005
24,-17.0,-57.0
48,-17.0,-54.0
72,-4.0,-61.0
24,-13.0,-51.799999999999955
48,-8.0,-49.799999999999955
72,52.0,-197.79999999999995
24,-53.0,-47.299999999999955
48,-53.0,-45.299999999999955
72,-34.0,-177.29999999999995
24,-64.0,-31.5
48,-70.0,-28.5
72,-63.0,-86.5
24,-14.0,-19.0
48,-3.0,-21.0
72,-14.0,-50.0
24,19.0,-1.7000000000000002
48,6.0,-1.7000000000000002
72,0.0,-1.7000000000000002
24,100.0,-43.69999999999999
48,5.0,-31.69999999999999
72,0.0,-30.69999999999999
24,0.0,-49.80000000000001
48,0.0,-47.80000000000001
72,0.0,-47.80000000000001
24,0.0,-53.0
48,0.0,-51.0
72,0.0,-50.0
24,0.0,-51.700000000000045
48,0.0,-49.700000000000045
72,0.0,-48.700000000000045
24,0.0,-48.299999999999955
48,0.0,-48.299999999999955
72,0.0,-47.299999999999955
24,-15.0,-49.0
48,-15.0,-49.0
72,-15.0,-48.0
24,-46.0,-36.5
48,-46.0,-36.5
72,-46.0,-34.5
24,-54.0,-22.299999999999955
48,-16.0,-27.299999999999955
72,-17.0,-29.299999999999955
24,-24.0,-5.0
48,7.0,-15.0
72,33.0,-143.0
24,-3.0,-34.700000000000045
48,16.0,-38.700000000000045
72,73.0,-483.70000000000005
24,34.0,-73.69999999999999
48,54.0,-80.69999999999999
72,87.0,-290.7
24,90.0,-104.19999999999999
48,90.0,-58.19999999999999
72,90.0,-101.19999999999999
24,0.0,-1.7000000000000002
48,0.0,-1.7000000000000002
72,0.0,-1.7000000000000002
24,0.0,-30.5
48,0.0,-30.5
72,0.0,-27.5
24,-3.0,-38.30000000000001
48,-3.0,-41.30000000000001
72,-3.0,-37.30000000000001
24,0.0,-39.700000000000045
48,0.0,-44.700000000000045
72,0.0,-38.700000000000045
24,0.0,-30.700000000000045
48,0.0,-34.700000000000045
72,0.0,-30.700000000000045
24,-1.0,70.5
48,-1.0,65.5
72,-1.0,68.5
24,-10.0,218.0
48,-10.0,212.0
72,-10.0,215.0
24,-18.0,118.0
48,-18.0,113.0
72,-18.0,116.0
24,-20.0,249.70000000000005
48,-20.0,240.70000000000005
72,-20.0,247.70000000000005
24,-31.0,264.2
48,-25.0,255.2
72,-31.0,262.2
24,-44.0,64.19999999999999
48,31.0,53.19999999999999
72,-44.0,63.19999999999999
24,-69.0,159.3
48,-18.0,147.3
72,-69.0,158.3
24,-85.0,-4.699999999999989
48,-74.0,-7.699999999999989
72,-85.0,-4.699999999999989
24,62.0,-1.0
48,62.0,-1.0
72,62.0,-1.0
24,-52.0,-32.19999999999999
48,40.0,-39.19999999999999
72,40.0,-67.19999999999999
24,8.0,-37.19999999999999
48,2.0,-29.19999999999999
72,62.0,-51.19999999999999
24,-28.0,-31.0
48,-74.0,-23.0
72,21.0,-86.0
24,-90.0,-36.200000000000045
48,-87.0,-30.200000000000045
72,3.0,-88.20000000000005
24,69.0,-63.200000000000045
48,47.0,-25.200000000000045
72,69.0,-54.200000000000045
24,27.0,-48.0
48,-66.0,8.0
72,-61.0,1.0
24,64.0,88.0
48,-30.0,126.0
72,-26.0,118.0
24,-3.0,226.70000000000005
48,23.0,240.70000000000005
72,73.0,210.70000000000005
24,-15.0,79.5
48,-8.0,91.5
72,78.0,8.5
24,-40.0,33.19999999999999
48,32.0,41.19999999999999
72,54.0,-125.80000000000001
24,0.0,-33.19999999999999
48,-85.0,0.8000000000000114
72,-4.0,-23.19999999999999
24,2.0,1.0
48,-17.0,25.0
72,-65.0,15.0
24,7.0,-1.0
48,7.0,-1.0
72,7.0,-1.0
24,28.0,-45.7
48,28.0,-51.7
72,28.0,-39.7
24,0.0,-41.80000000000001
48,0.0,-17.80000000000001
72,0.0,-184.8
24,1.0,-49.0
48,1.0,-62.0
72,1.0,-393.0
24,32.0,-115.29999999999995
48,32.0,-136.29999999999995
72,32.0,-195.29999999999995
24,69.0,63.799999999999955
48,69.0,-62.200000000000045
72,69.0,21.799999999999955
24,12.0,87.29999999999995
48,12.0,10.299999999999955
72,11.0,67.29999999999995
24,0.0,-104.70000000000005
48,0.0,-433.70000000000005
72,0.0,-124.70000000000005
24,0.0,-53.799999999999955
48,0.0,-62.799999999999955
72,0.0,-527.8
24,1.0,-60.700000000000045
48,-6.0,-3.7000000000000455
72,1.0,-253.70000000000005
24,26.0,-166.5
48,14.0,-42.5
72,26.0,-185.5
24,36.0,91.0
48,36.0,101.0
72,36.0,-81.0
24,1.0,47.0
48,1.0,59.0
72,1.0,-12.0
24,38.0,-2.3
48,38.0,-3.3
72,38.0,-2.3
24,0.0,0.1999999999999993
48,0.0,-21.8
72,0.0,-20.8
24,0.0,-77.5
48,0.0,-70.5
72,0.0,-43.5
24,8.0,91.30000000000001
48,8.0,-79.69999999999999
72,8.0,169.3
24,10.0,102.0
48,10.0,-85.0
72,10.0,-58.0
24,28.0,173.5
48,29.0,-33.5
72,29.0,-101.5
24,40.0,77.30000000000001
48,18.0,368.3
72,40.0,-218.7
24,0.0,221.8
48,-3.0,218.8
72,-13.0,443.8
24,0.0,264.3
48,0.0,60.30000000000001
72,0.0,-87.69999999999999
24,0.0,56.80000000000001
48,0.0,12.800000000000011
72,0.0,-172.2
24,0.0,-114.30000000000001
48,0.0,-80.30000000000001
72,0.0,-206.3
24,0.0,-83.0
48,0.0,-65.0
72,0.0,-110.0
24,0.0,-25.700000000000003
48,0.0,-26.700000000000003
72,0.0,-36.7
24,17.0,-2.3
48,17.0,-1.2999999999999998
72,17.0,-2.3
24,54.0,-82.3
48,54.0,-73.3
72,54.0,-80.3
24,66.0,-106.19999999999999
48,66.0,-115.19999999999999
72,33.0,33.80000000000001
24,70.0,-60.80000000000001
48,63.0,-19.80000000000001
72,49.0,56.19999999999999
24,74.0,-263.5
48,44.0,36.5
72,74.0,-301.5
24,0.0,-214.70000000000005
48,-30.0,14.299999999999955
72,-1.0,-238.70000000000005
24,-11.0,344.5
48,-5.0,283.5
72,-2.0,186.5
24,-35.0,468.0
48,-1.0,296.0
72,-40.0,482.0
24,-12.0,-172.5
48,-16.0,-133.5
72,0.0,-354.5
24,97.0,-271.79999999999995
48,26.0,99.20000000000005
72,97.0,-176.79999999999995
24,26.0,-41.799999999999955
48,82.0,-210.79999999999995
72,88.0,-267.79999999999995
24,-26.0,89.0
48,14.0,56.0
72,53.0,-39.0
24,-5.0,112.5
48,-26.0,114.5
72,74.0,51.5
24,13.0,-0.5
48,-4.0,-0.5
72,10.0,-0.5
24,-2.0,-31.799999999999997
48,-22.0,-28.799999999999997
72,-2.0,-28.799999999999997
24,4.0,45.19999999999999
48,-4.0,46.19999999999999
72,-23.0,54.19999999999999
24,19.0,41.0
48,9.0,45.0
72,21.0,51.0
24,25.0,172.5
48,22.0,179.5
72,39.0,150.5
24,23.0,283.0
48,26.0,289.0
72,34.0,254.0
24,19.0,279.20000000000005
48,21.0,250.20000000000005
72,5.0,308.20000000000005
24,-49.0,226.70000000000005
48,-46.0,195.70000000000005
72,-80.0,270.70000000000005
24,-52.0,206.20000000000005
48,-74.0,234.20000000000005
72,-65.0,229.20000000000005
24,-1.0,347.3
48,16.0,354.3
72,51.0,260.3
24,23.0,-21.0
48,33.0,-17.0
72,-2.0,-16.0
24,13.0,1.1999999999999886
48,-11.0,12.199999999999989
72,89.0,-15.800000000000011
24,-15.0,15.0
48,-15.0,20.0
72,85.0,3.0
24,-1.0,-1.5
48,-1.0,-0.5
72,-1.0,-0.5
24,-3.0,-36.19999999999999
48,-3.0,-34.19999999999999
72,-3.0,-32.19999999999999
24,0.0,-50.80000000000001
48,0.0,-44.80000000000001
72,0.0,-47.80000000000001
24,0.0,-46.5
48,0.0,-39.5
72,0.0,-43.5
24,-4.0,-28.700000000000045
48,-4.0,-20.700000000000045
72,-4.0,-23.700000000000045
24,-7.0,21.700000000000045
48,-7.0,29.700000000000045
72,-7.0,26.700000000000045
24,-14.0,125.0
48,-10.0,132.0
72,-14.0,130.0
24,1.0,44.700000000000045
48,2.0,49.700000000000045
72,0.0,50.700000000000045
24,44.0,-117.79999999999995
48,-18.0,80.20000000000005
72,1.0,85.20000000000005
24,73.0,-132.2
48,-11.0,308.8
72,-27.0,317.8
24,74.0,-221.3
48,-5.0,76.69999999999999
72,-23.0,84.69999999999999
24,90.0,-195.7
48,-7.0,1.3000000000000114
72,7.0,5.300000000000011
24,60.0,-35.0
48,-11.0,5.0
72,-11.0,8.0
24,1.0,-1.2999999999999998
48,1.0,-1.2999999999999998
72,-4.0,-1.2999999999999998
24,7.0,-34.3
48,5.0,-32.3
72,5.0,-30.299999999999997
24,54.0,-46.80000000000001
48,0.0,-41.80000000000001
72,0.0,-38.80000000000001
24,69.0,-46.200000000000045
48,0.0,-38.200000000000045
72,0.0,-35.200000000000045
24,3.0,80.5
48,-8.0,85.5
72,-8.0,92.5
24,39.0,299.8
48,-1.0,306.8
72,-11.0,314.8
24,60.0,274.0
48,9.0,321.0
72,-13.0,333.0
24,55.0,157.29999999999995
48,23.0,235.29999999999995
72,-18.0,303.29999999999995
24,31.0,583.2
48,89.0,197.2
72,14.0,602.2
24,49.0,236.5
48,87.0,31.5
72,16.0,448.5
24,82.0,-76.30000000000001
48,55.0,117.69999999999999
72,-6.0,290.7
24,80.0,-184.5
48,-20.0,-9.5
72,-20.0,3.5
24,82.0,-28.299999999999997
48,-12.0,6.700000000000003
72,-8.0,5.700000000000003
24,0.0,-0.7000000000000002
48,0.0,-0.7000000000000002
72,100.0,-1.7000000000000002
24,0.0,-32.0
48,0.0,-32.0
72,100.0,-98.0
24,5.0,-50.80000000000001
48,0.0,-49.80000000000001
72,0.0,-45.80000000000001
24,10.0,-51.200000000000045
48,5.0,-48.200000000000045
72,0.0,-45.200000000000045
24,1.0,-47.799999999999955
48,-9.0,-42.799999999999955
72,-9.0,-40.799999999999955
24,-60.0,-50.299999999999955
48,-65.0,-47.299999999999955
72,-65.0,-44.299999999999955
24,-20.0,-52.700000000000045
48,-25.0,-52.700000000000045
72,-25.0,-49.700000000000045
24,-6.0,-50.5
48,-6.0,-50.5
72,-12.0,-48.5
24,24.0,-53.700000000000045
48,31.0,-57.700000000000045
72,4.0,-49.700000000000045
24,40.0,-101.0
48,53.0,-208.0
72,67.0,-197.0
24,49.0,-347.29999999999995
48,49.0,-421.29999999999995
72,49.0,-389.29999999999995
24,80.0,-302.8
48,80.0,-240.8
72,80.0,-289.8
24,86.0,-97.3
48,86.0,-95.3
72,86.0,-88.3
24,-40.0,-0.2999999999999998
48,22.0,-2.3
72,22.0,-1.2999999999999998
24,12.0,-34.2
48,12.0,-97.2
72,12.0,-84.2
24,0.0,-57.69999999999999
48,0.0,-178.7
72,0.0,-198.7
24,2.0,-93.79999999999995
48,-2.0,-49.799999999999955
72,2.0,-132.79999999999995
24,9.0,-107.5
48,9.0,-57.5
72,9.0,-234.5
24,22.0,-102.70000000000005
48,22.0,-95.70000000000005
72,14.0,-104.70000000000005
24,57.0,-121.5
48,57.0,-260.5
72,28.0,-2.5
24,67.0,-82.20000000000005
48,67.0,-158.20000000000005
72,67.0,-124.20000000000005
24,29.0,-155.5
48,29.0,-530.5
72,29.0,-408.5
24,2.0,-328.5
48,2.0,-614.5
72,2.0,-488.5
24,22.0,-279.29999999999995
48,22.0,-489.29999999999995
72,22.0,-177.29999999999995
24,45.0,-71.69999999999999
48,45.0,-171.7
72,45.0,26.30000000000001
24,84.0,19.700000000000003
48,84.0,-18.299999999999997
72,84.0,37.7
24,-24.0,0.0
48,1.0,0.0
72,1.0,1.0
24,-10.0,-0.7000000000000028
48,0.0,-8.700000000000003
72,0.0,1.2999999999999972
24,1.0,-54.2
48,-77.0,166.8
72,-7.0,114.8
24,0.0,-66.30000000000001
48,-81.0,318.7
72,0.0,134.7
24,0.0,0.19999999999998863
48,-60.0,460.2
72,0.0,143.2
24,-3.0,212.2
48,-36.0,407.2
72,14.0,86.19999999999999
24,37.0,154.20000000000005
48,45.0,-15.799999999999955
72,51.0,-179.79999999999995
24,-37.0,6.2000000000000455
48,0.0,-374.79999999999995
72,0.0,-357.79999999999995
24,-30.0,-143.5
48,-35.0,-94.5
72,0.0,-521.5
24,-3.0,-141.29999999999995
48,-26.0,33.700000000000045
72,8.0,-248.29999999999995
24,43.0,43.19999999999999
48,55.0,-39.80000000000001
72,94.0,-23.80000000000001
24,-26.0,3.3000000000000114
48,37.0,-119.69999999999999
72,47.0,-43.69999999999999
24,10.0,-7.200000000000003
48,71.0,-36.2
72,94.0,-53.2
24,8.0,-0.8
48,8.0,0.19999999999999996
72,-87.0,0.19999999999999996
24,81.0,-47.0
48,81.0,-39.0
72,-13.0,-32.0
24,-1.0,-39.69999999999999
48,93.0,-65.69999999999999
72,44.0,-47.69999999999999
24,77.0,-58.30000000000001
48,-17.0,-37.30000000000001
72,77.0,-62.30000000000001
24,42.0,-35.0
48,-26.0,-10.0
72,34.0,-35.0
24,-49.0,-92.0
48,0.0,-66.0
72,-95.0,-33.0
24,16.0,-122.5
48,-29.0,-40.5
72,-40.0,-38.5
24,1.0,-306.20000000000005
48,-60.0,-19.200000000000045
72,-70.0,-17.200000000000045
24,-14.0,-207.5
48,-1.0,-257.5
72,17.0,-425.5
24,-11.0,-276.20000000000005
48,0.0,-237.20000000000005
72,-73.0,-94.20000000000005
24,-35.0,-172.8
48,-100.0,0.19999999999998863
72,-15.0,-58.80000000000001
24,-8.0,-122.69999999999999
48,-66.0,-15.699999999999989
72,6.0,-64.69999999999999
24,23.0,-4.700000000000003
48,-1.0,-2.700000000000003
72,5.0,-4.700000000000003
24,5.0,-0.7
48,0.0,-0.7
72,0.0,-0.7
24,5.0,-31.0
48,0.0,-32.0
72,0.0,-31.0
24,5.0,-46.19999999999999
48,9.0,-49.19999999999999
72,0.0,-45.19999999999999
24,0.0,-49.700000000000045
48,5.0,-52.700000000000045
72,0.0,-48.700000000000045
24,5.0,-49.700000000000045
48,0.0,-51.700000000000045
72,0.0,-47.700000000000045
24,5.0,-45.700000000000045
48,0.0,-46.700000000000045
72,6.0,-42.700000000000045
24,-27.0,-31.0
48,-27.0,-31.0
72,-27.0,-28.0
24,-12.0,31.700000000000045
48,-12.0,32.700000000000045
72,-6.0,35.700000000000045
24,-6.0,134.20000000000005
48,24.0,130.20000000000005
72,5.0,139.20000000000005
24,-10.0,190.0
48,21.0,187.0
72,-3.0,195.0
24,1.0,68.80000000000001
48,-13.0,68.80000000000001
72,3.0,71.80000000000001
24,-18.0,-14.300000000000011
48,-18.0,-14.300000000000011
72,-18.0,-11.300000000000011
24,-2.0,1.2000000000000028
48,-2.0,0.20000000000000284
72,-2.0,2.200000000000003
24,-5.0,0.5
48,-5.0,0.5
72,-5.0,0.5
24,-2.0,33.2
48,-2.0,31.200000000000003
72,-2.0,31.200000000000003
24,-7.0,60.19999999999999
48,-7.0,56.19999999999999
72,-7.0,62.19999999999999
24,-15.0,117.30000000000001
48,-4.0,110.30000000000001
72,-10.0,117.30000000000001
24,-29.0,155.5
48,-29.0,155.5
72,-6.0,150.5
24,-7.0,268.8
48,-12.0,271.8
72,15.0,263.8
24,-26.0,305.5
48,-26.0,308.5
72,10.0,281.5
24,-63.0,300.29999999999995
48,-63.0,302.29999999999995
72,-48.0,297.29999999999995
24,12.0,320.8
48,-88.0,337.8
72,-32.0,216.8
24,-95.0,284.7
48,-100.0,288.7
72,0.0,-91.30000000000001
24,-95.0,224.0
48,-100.0,228.0
72,0.0,-19.0
24,-95.0,166.0
48,-100.0,169.0
72,-41.0,135.0
24,-95.0,32.7
48,-100.0,34.7
72,-74.0,29.700000000000003
24,6.0,-0.30000000000000004
48,0.0,-0.30000000000000004
72,11.0,-0.30000000000000004
24,58.0,-29.0
48,-1.0,-27.0
72,13.0,-28.0
24,-3.0,-35.19999999999999
48,-3.0,-32.19999999999999
72,97.0,-52.19999999999999
24,-3.0,-17.69999999999999
48,-8.0,-13.699999999999989
72,64.0,-13.699999999999989
24,-3.0,-24.0
48,-8.0,-22.0
72,8.0,-19.0
24,-2.0,-24.700000000000045
48,-8.0,-24.700000000000045
72,2.0,-23.700000000000045
24,14.0,-21.299999999999955
48,-6.0,-20.299999999999955
72,9.0,-40.299999999999955
24,-1.0,38.799999999999955
48,-6.0,38.799999999999955
72,22.0,-11.200000000000045
24,1.0,-1.2000000000000455
48,-4.0,1.7999999999999545
72,-4.0,2.7999999999999545
24,8.0,-39.0
48,-2.0,-35.0
72,-2.0,-36.0
24,-7.0,-26.0
48,-38.0,-18.0
72,-38.0,-21.0
24,-36.0,-18.69999999999999
48,-41.0,-13.699999999999989
72,-31.0,-18.69999999999999
24,-1.0,-4.700000000000003
48,-6.0,-2.700000000000003
72,-6.0,-5.700000000000003
24,45.0,0.0
48,0.0,0.0
72,5.0,0.0
24,83.0,-33.7
48,0.0,-29.700000000000003
72,5.0,-31.700000000000003
24,7.0,-43.19999999999999
48,8.0,-43.19999999999999
72,0.0,-47.19999999999999
24,-2.0,-43.299999999999955
48,1.0,-44.299999999999955
72,1.0,-49.299999999999955
24,-24.0,-37.0
48,-20.0,-40.0
72,-17.0,-43.0
24,-54.0,-26.5
48,-41.0,-32.5
72,-48.0,-30.5
24,-72.0,-25.299999999999955
48,-50.0,-34.299999999999955
72,-48.0,-42.299999999999955
24,-78.0,-9.700000000000045
48,-41.0,-19.700000000000045
72,-37.0,-21.700000000000045
24,-70.0,-25.700000000000045
48,-26.0,-67.70000000000005
72,30.0,-594.7
24,-62.0,-25.5
48,13.0,-162.5
72,38.0,-496.5
24,-70.0,9.0
48,-30.0,-26.0
72,22.0,-205.0
24,-48.0,-16.30000000000001
48,-49.0,-18.30000000000001
72,-43.0,-21.30000000000001
24,74.0,-41.0
48,74.0,-11.0
72,-26.0,2.0
24,0.0,0.19999999999999996
48,0.0,0.19999999999999996
72,0.0,0.19999999999999996
24,-14.0,-27.299999999999997
48,-14.0,-27.299999999999997
72,-10.0,-27.299999999999997
24,-26.0,5.5
48,-26.0,7.5
72,-26.0,6.5
24,-18.0,68.19999999999999
48,-15.0,70.19999999999999
72,-22.0,70.19999999999999
24,-11.0,52.200000000000045
48,-16.0,55.200000000000045
72,-5.0,53.200000000000045
24,6.0,148.70000000000005
48,-10.0,153.70000000000005
72,19.0,110.70000000000005
24,11.0,85.0
48,-16.0,112.0
72,0.0,9.0
24,82.0,-444.20000000000005
48,-18.0,-3.2000000000000455
72,-6.0,-98.20000000000005
24,40.0,-36.799999999999955
48,89.0,-530.8
72,27.0,5.2000000000000455
24,28.0,-163.70000000000005
48,84.0,-357.70000000000005
72,4.0,-28.700000000000045
24,1.0,-77.70000000000005
48,-11.0,-58.700000000000045
72,-11.0,-60.700000000000045
