lead_time,cloud_error_pp,ghi_error_wm2
72,0.0,-43.5
24,0.0,-35.3
48,0.0,-40.3
72,0.0,-30.299999999999997
24,0.0,-55.7
48,0.0,-66.7
72,0.0,-38.7
24,0.0,-120.80000000000001
48,0.0,-110.80000000000001
72,0.0,-92.80000000000001
24,0.0,-58.0
48,0.0,-69.0
72,0.0,-41.0
24,0.0,-41.0
48,0.0,-60.0
72,0.0,-76.0
24,0.0,-5.299999999999997
48,0.0,-33.3
72,0.0,-30.299999999999997
24,0.0,-9.700000000000003
48,0.0,-32.7
72,0.0,-25.700000000000003
24,0.0,-1.1999999999999993
48,0.0,-9.2
72,0.0,-8.2
24,0.0,0.0
48,0.0,0.0
72,-59.0,0.0
24,-28.0,7.5
48,-17.0,4.5
72,0.0,-13.5
24,0.0,69.2
48,-11.0,116.2
72,0.0,20.200000000000003
24,0.0,40.19999999999999
48,0.0,133.2
72,0.0,-35.80000000000001
24,0.0,137.5
48,0.0,295.5
72,0.0,60.5
24,0.0,255.5
48,0.0,335.5
72,0.0,186.5
24,0.0,224.5
48,0.0,274.5
72,0.0,276.5
24,0.0,326.2
48,0.0,128.2
72,0.0,285.2
24,0.0,188.5
48,0.0,84.5
72,0.0,168.5
24,0.0,96.3
48,0.0,32.3
72,0.0,70.3
24,0.0,51.3
48,0.0,14.3
72,0.0,48.3
24,0.0,0.0
48,0.0,0.0
72,0.0,0.0
24,0.0,18.5
48,0.0,-7.5
72,0.0,-9.5
24,0.0,55.3
48,0.0,-25.700000000000003
72,0.0,1.2999999999999972
24,0.0,54.5
48,0.0,-54.5
72,0.0,8.5
24,0.0,187.8
48,0.0,63.80000000000001
72,0.0,83.80000000000001
24,0.0,195.2
48,0.0,105.19999999999999
72,0.0,103.19999999999999
24,0.0,-38.5
48,0.0,52.5
72,0.0,209.5
24,0.0,201.8
48,0.0,153.8
72,0.0,181.8
24,0.0,105.0
48,0.0,13.0
72,0.0,26.0
24,0.0,73.5
48,0.0,16.5
72,0.0,-89.5
24,0.0,35.3
48,0.0,-23.700000000000003
72,0.0,-44.7
24,0.0,0.0
48,0.0,0.0
72,0.0,0.0
24,0.0,1.2000000000000028
48,0.0,-9.799999999999997
72,0.0,-4.799999999999997
24,0.0,49.30000000000001
48,0.0,-22.69999999999999
72,0.0,9.300000000000011
24,-12.0,206.0
48,1.0,138.0
72,-38.0,186.0
24,-80.0,430.8
48,0.0,357.8
72,-27.0,378.8
24,-85.0,515.7
48,-4.0,445.7
72,-1.0,372.7
24,-3.0,226.7
48,3.0,239.7
72,-4.0,216.7
24,0.0,22.299999999999955
48,0.0,-31.700000000000045
72,0.0,-21.700000000000045
24,-20.0,95.19999999999999
48,1.0,-18.80000000000001
72,1.0,16.19999999999999
24,61.0,10.5
48,61.0,18.5
72,61.0,1.5
24,20.0,1.0
48,44.0,-20.0
72,34.0,-19.0
24,0.0,0.0
48,0.0,0.0
72,0.0,0.0
