lead_time,cloud_cover_fcst,kt_fcst,ghi_fcst,ghi_clear_sky
24,100.0,0.27376790813342333,18.0,65.74912349195996
48,100.0,0.15209328229634628,10.0,65.74912349195996
72,100.0,0.16730261052598092,11.0,65.74912349195996
24,72.0,0.38371650311950267,52.0,135.51671501552642
48,83.0,0.361579012554916,49.0,135.51671501552642
72,100.0,0.22875406916739585,31.0,135.51671501552642
24,100.0,0.4570431396310286,154.0,336.9484992692908
48,89.0,0.5965303315963425,201.0,336.9484992692908
72,100.0,0.3116203224757013,105.0,336.9484992692908
24,100.0,0.4403895110296096,223.0,506.36991666453787
48,100.0,0.6240497106966665,316.0,506.36991666453787
72,100.0,0.29030160592534804,147.0,506.36991666453787
24,100.0,0.4554565244608353,284.0,623.550184808959
48,100.0,0.7088443091960888,442.0,623.550184808959
72,100.0,0.33197007240631304,207.0,623.550184808959
24,100.0,0.577716811922939,392.0,678.533135802682
48,100.0,0.6956182021112939,472.0,678.533135802682
72,100.0,0.47602686288548285,323.0,678.533135802682
24,100.0,0.5921766870777586,395.0,667.0306491618651
48,100.0,0.667135761391399,445.0,667.0306491618651
72,100.0,0.6701341243639446,447.0,667.0306491618651
24,100.0,0.7916227599778404,467.0,589.9274548562406
48,100.0,0.45598827073670034,269.0,589.9274548562406
72,100.0,0.7221226889733618,426.0,589.9274548562406
24,100.0,0.6617444980289958,300.0,453.34717688405294
48,100.0,0.43233973871227727,196.0,453.34717688405294
72,100.0,0.6176281981603962,280.0,453.34717688405294
24,100.0,0.7563746139556243,204.0,269.7076240213007
48,100.0,0.5190806174205265,140.0,269.7076240213007
72,100.0,0.6599739278632408,178.0,269.7076240213007
24,100.0,1.1075216816968845,76.0,68.62168141354753
48,100.0,0.5683334945549802,39.0,68.62168141354753
72,100.0,1.0638037205772706,73.0,68.62168141354753
24,100.0,0.33973108204618346,47.0,138.3447158173498
48,100.0,0.1517947387865926,21.0,138.3447158173498
72,100.0,0.13733809699739333,19.0,138.3447158173498
24,100.0,0.3819693780781755,130.0,340.34141860815254
48,100.0,0.14397307327561998,49.0,340.34141860815254
72,100.0,0.2233051748764718,76.0,340.34141860815254
24,100.0,0.4097294275944657,209.0,510.0927244280343
48,100.0,0.19604278832271085,100.0,510.0927244280343
72,100.0,0.3195497449660187,163.0,510.0927244280343
24,100.0,0.5880328390893889,369.0,627.5159743993602
48,100.0,0.3904283077964777,245.0,627.5159743993602
72,100.0,0.4223000063921085,265.0,627.5159743993602
24,100.0,0.5639679053054903,385.0,682.6629607432236
48,100.0,0.4321312521171939,295.0,682.6629607432236
72,100.0,0.42920154871300953,293.0,682.6629607432236
24,100.0,0.26518112981067576,178.0,671.2393152826594
48,100.0,0.4007512579723133,269.0,671.2393152826594
72,100.0,0.634646973591842,426.0,671.2393152826594
24,100.0,0.668212089995548,397.0,594.1227432784776
48,100.0,0.5874207037996128,349.0,594.1227432784776
72,100.0,0.6345490124139084,377.0,594.1227432784776
24,100.0,0.6274234520167118,287.0,457.42631882423734
48,100.0,0.4262981642622258,195.0,457.42631882423734
72,100.0,0.45471804187970755,208.0,457.42631882423734
24,100.0,0.9030419396677956,247.0,273.5199652973643
48,100.0,0.6946476458983043,190.0,273.5199652973643
72,100.0,0.3071073802918819,84.0,273.5199652973643
24,100.0,1.5,140.0,71.5226890185906
48,100.0,1.1325077553913836,81.0,71.5226890185906
72,100.0,0.8388946336232471,60.0,71.5226890185906
24,100.0,0.35394048954463225,50.0,141.2666860022946
48,100.0,0.2760735818448132,39.0,141.2666860022946
72,100.0,0.3114676307992764,44.0,141.2666860022946
24,100.0,0.6340529388914552,218.0,343.81987154123084
48,100.0,0.4246409590740938,146.0,343.81987154123084
72,100.0,0.5177129501040322,178.0,343.81987154123084
24,87.0,0.8192436611002996,421.0,513.8886267787151
48,100.0,0.6869192692836241,353.0,513.8886267787151
72,61.0,0.7803247223306892,401.0,513.8886267787151
24,20.0,0.9247231503751987,584.0,631.5403694208876
48,100.0,0.8091327565782989,511.0,631.5403694208876
72,73.0,0.8423847876705577,532.0,631.5403694208876
24,15.0,0.9783990435987738,672.0,686.836321434076
48,96.0,0.8764824765572349,602.0,686.836321434076
72,99.0,0.7701980566424872,529.0,686.836321434076
24,92.0,0.8927023642065167,603.0,675.4770953653515
48,98.0,0.9119480204829424,616.0,675.4770953653515
72,91.0,0.8778980132246508,593.0,675.4770953653515
24,100.0,0.9041765002401728,541.0,598.3345064335297
48,100.0,0.8139259808076971,487.0,598.3345064335297
72,100.0,0.8306390399618593,497.0,598.3345064335297
24,79.0,1.0552265782090398,487.0,461.5122572315702
48,100.0,0.8082125537412154,373.0,461.5122572315702
72,100.0,0.8840501928322141,408.0,461.5122572315702
24,100.0,1.1322059938718934,314.0,277.33469147799656
48,100.0,1.1610520064546168,322.0,277.33469147799656
