solar_bin,lead,month,site,n,n_valid,median,p90,p95,p99,max,p_gt_1,p_gt_1_2,p_gt_1_5,p_gt_2,p_gt_3,p_gt_5
30-50,D+1,2024-04,lianyungang_1,104.0,104.0,0.8611449538696662,1.2044018698049537,1.2613708462978312,1.268560596308083,1.2697315843644785,0.28846153846153844,0.10576923076923077,0.0,0.0,0.0,0.0
30-50,D+1,2024-04,lianyungang_2,100.0,100.0,0.8481031241081202,1.1927036575762164,1.2499174888778328,1.2891483523934113,1.2987238016178784,0.29,0.1,0.0,0.0,0.0,0.0
30-50,D+1,2024-04,nanjing_1,104.0,104.0,0.6881647436904841,1.152485994928393,1.1966866023966993,1.2651275717673136,1.294248479658854,0.22115384615384615,0.04807692307692308,0.0,0.0,0.0,0.0
30-50,D+1,2024-04,nanjing_2,102.0,102.0,0.6762550109854009,1.116304166507248,1.1932504598151195,1.2451880792167158,1.307906848283277,0.16666666666666666,0.049019607843137254,0.0,0.0,0.0,0.0
30-50,D+1,2024-04,nantong_1,96.0,96.0,0.631549198330672,1.1286947249410502,1.1829172350697161,1.2333883374270411,1.2793187328226048,0.19791666666666666,0.052083333333333336,0.0,0.0,0.0,0.0
30-50,D+1,2024-04,nantong_2,93.0,93.0,0.6629755394582311,1.2005336397257536,1.2788528212107908,1.3157189556377222,1.3367611715685896,0.24731182795698925,0.10752688172043011,0.0,0.0,0.0,0.0
30-50,D+1,2024-04,suqian_1,105.0,105.0,0.8500890862233825,1.1756948070899556,1.2490889204217004,1.2737028586212569,1.2886174186240575,0.3047619047619048,0.0761904761904762,0.0,0.0,0.0,0.0
30-50,D+1,2024-04,suzhou_1,96.0,96.0,0.7000846916946273,1.1525005736892309,1.2123601493687244,1.258601242925328,1.330486783545462,0.25,0.0625,0.0,0.0,0.0,0.0
30-50,D+1,2024-04,taizhou_1,100.0,100.0,0.7813563431179229,1.1495397621309553,1.2231315278770376,1.2476445666573157,1.2826009690550138,0.27,0.07,0.0,0.0,0.0,0.0
30-50,D+1,2024-04,taizhou_2,95.0,95.0,0.7927723018061027,1.1668273907572977,1.2259467334609742,1.2636184816650697,1.2829312193009759,0.29473684210526313,0.07368421052631578,0.0,0.0,0.0,0.0
30-50,D+1,2024-04,wuxi_1,99.0,99.0,0.5707814418764713,1.1377852268866147,1.1811291551654055,1.3033189367458948,1.365835653328639,0.1919191919191919,0.04040404040404041,0.0,0.0,0.0,0.0
30-50,D+1,2024-04,xuzhou_1,106.0,106.0,0.8965916280069042,1.2069481502681167,1.2636185402077036,1.2966500920106727,1.3308243003022773,0.32075471698113206,0.10377358490566038,0.0,0.0,0.0,0.0
30-50,D+1,2024-04,xuzhou_2,107.0,107.0,0.878703466594913,1.184656535048178,1.273669019525353,1.2997063513688079,1.3106282602778572,0.34579439252336447,0.07476635514018691,0.0,0.0,0.0,0.0
30-50,D+1,2024-04,yancheng_1,99.0,99.0,0.8401666221425798,1.1663512258962065,1.2421885474543608,1.2699058636982596,1.277776508792429,0.2828282828282828,0.0707070707070707,0.0,0.0,0.0,0.0
30-50,D+1,2024-04,yancheng_2,96.0,96.0,0.8025845780018075,1.187203439011772,1.2367855312316498,1.2893391531269844,1.2908400136372071,0.3020833333333333,0.09375,0.0,0.0,0.0,0.0
30-50,D+1,2024-04,yancheng_3,98.0,98.0,0.800818128085699,1.1468918079957295,1.1860939718860346,1.2510425269202767,1.2758600949119903,0.24489795918367346,0.05102040816326531,0.0,0.0,0.0,0.0
30-50,D+1,2024-05,changzhou_1,124.0,124.0,0.853633316738217,1.2342388558837072,1.2717579818779932,1.298479975062988,1.3025322911192478,0.33064516129032256,0.1532258064516129,0.0,0.0,0.0,0.0
30-50,D+1,2024-05,huai_an_1,124.0,124.0,0.9169731132239254,1.2532661412479944,1.2723146620606907,1.31209577472666,1.340127441366709,0.3709677419354839,0.1774193548387097,0.0,0.0,0.0,0.0
30-50,D+1,2024-05,huai_an_2,124.0,124.0,0.9044056482204517,1.2396898998822743,1.2826096625677619,1.3108294823496471,1.3261520018896533,0.3790322580645161,0.16129032258064516,0.0,0.0,0.0,0.0
30-50,D+1,2024-05,huai_an_3,124.0,124.0,0.9151900405216532,1.2464661130081194,1.2876641483611884,1.3093332549906858,1.3354734863534363,0.3709677419354839,0.1935483870967742,0.0,0.0,0.0,0.0
30-50,D+1,2024-05,lianyungang_1,124.0,124.0,0.918904263655865,1.2431984735507748,1.2940624425984892,1.3111732654513848,1.3277615377945944,0.3951612903225806,0.18548387096774194,0.0,0.0,0.0,0.0
30-50,D+1,2024-05,lianyungang_2,124.0,124.0,0.9142862112351331,1.2336929447822262,1.259673348007965,1.3128490923720562,1.3168833351399174,0.4112903225806452,0.1532258064516129,0.0,0.0,0.0,0.0
30-50,D+1,2024-05,nanjing_1,124.0,124.0,0.8656826038434333,1.2320161130139566,1.2594550592124585,1.3102773177326876,1.3161315115872019,0.3387096774193548,0.14516129032258066,0.0,0.0,0.0,0.0
30-50,D+1,2024-05,nanjing_2,124.0,124.0,0.8717911889992833,1.2386601858762174,1.273652553356136,1.318872039772979,1.3290017544572403,0.3387096774193548,0.1532258064516129,0.0,0.0,0.0,0.0
30-50,D+1,2024-05,nantong_1,115.0,115.0,0.8942942353839602,1.2441921348715548,1.2896855162560124,1.330575151100597,1.3415767891978916,0.34782608695652173,0.1391304347826087,0.0,0.0,0.0,0.0
30-50,D+1,2024-05,nantong_2,108.0,108.0,0.9327839582073694,1.2879126521135291,1.3620584075069548,1.3916026896409441,1.3922501769926634,0.37962962962962965,0.26851851851851855,0.0,0.0,0.0,0.0
30-50,D+1,2024-05,suqian_1,124.0,124.0,0.929181481799014,1.2449232026712849,1.2944709590683194,1.3161262404081866,1.328595689137107,0.41935483870967744,0.1935483870967742,0.0,0.0,0.0,0.0
30-50,D+1,2024-05,suzhou_1,115.0,115.0,0.9049847890176844,1.2477226086112305,1.311071786732736,1.333034163836452,1.3534357746682042,0.34782608695652173,0.1826086956521739,0.0,0.0,0.0,0.0
30-50,D+1,2024-05,taizhou_1,124.0,124.0,0.8981889359928963,1.2395924722471063,1.2738753888905467,1.2960784182102778,1.3295930084999694,0.3467741935483871,0.13709677419354838,0.0,0.0,0.0,0.0
30-50,D+1,2024-05,taizhou_2,124.0,124.0,0.920296288137995,1.259948972549953,1.2860522930308322,1.3198291013498313,1.3336911210919233,0.3790322580645161,0.18548387096774194,0.0,0.0,0.0,0.0
30-50,D+1,2024-05,wuxi_1,124.0,124.0,0.9118615244428259,1.2632353691264133,1.3184107529136955,1.3596075525814655,1.3853664261857301,0.3548387096774194,0.1935483870967742,0.0,0.0,0.0,0.0
30-50,D+1,2024-05,xuzhou_1,113.0,113.0,0.9126065700032563,1.2678933005266582,1.314208537400076,1.3370428655504079,1.3562666345955527,0.34513274336283184,0.21238938053097345,0.0,0.0,0.0,0.0
30-50,D+1,2024-05,xuzhou_2,119.0,119.0,0.930781078560098,1.267489314822122,1.3145986819739737,1.3289423668567637,1.3481502551653979,0.3865546218487395,0.19327731092436976,0.0,0.0,0.0,0.0
30-50,D+1,2024-05,yancheng_1,124.0,124.0,0.9125125606663654,1.239265936962854,1.281957595124115,1.314188693508545,1.3322844044739741,0.3790322580645161,0.16129032258064516,0.0,0.0,0.0,0.0
30-50,D+1,2024-05,yancheng_2,124.0,124.0,0.9303946697637141,1.267340635645893,1.295353100887671,1.335046121005203,1.3490880640166603,0.3951612903225806,0.20161290322580644,0.0,0.0,0.0,0.0
30-50,D+1,2024-05,yancheng_3,124.0,124.0,0.9069295234893013,1.236196863680032,1.274691728529522,1.305396414230672,1.3250071121872782,0.3629032258064516,0.16129032258064516,0.0,0.0,0.0,0.0
30-50,D+1,2024-06,changzhou_1,107.0,107.0,0.6668201250244465,1.1522448462519783,1.1787456260057014,1.218822901638203,1.2530050044809948,0.22429906542056074,0.04672897196261682,0.0,0.0,0.0,0.0
30-50,D+1,2024-06,huai_an_1,103.0,103.0,0.7472099731666676,1.1375909306761167,1.1940159017321728,1.2152097234046761,1.2197492228057951,0.1941747572815534,0.038834951456310676,0.0,0.0,0.0,0.0
30-50,D+1,2024-06,huai_an_2,103.0,103.0,0.8403882857911303,1.1785436444633692,1.2254636032818813,1.2428867299933193,1.2446598931671535,0.22330097087378642,0.08737864077669903,0.0,0.0,0.0,0.0
30-50,D+1,2024-06,huai_an_3,94.0,94.0,0.7677933491305866,1.1604345758969876,1.1911241402909238,1.246938459650616,1.2484408478913045,0.18085106382978725,0.05319148936170213,0.0,0.0,0.0,0.0
30-50,D+1,2024-06,lianyungang_1,95.0,95.0,0.8435732583090919,1.1930584770135266,1.2193989263955765,1.2440011901583479,1.2676863530425602,0.22105263157894736,0.09473684210526316,0.0,0.0,0.0,0.0
30-50,D+1,2024-06,lianyungang_2,104.0,104.0,0.8354030543699023,1.1695897001109763,1.2124138299110279,1.2414369090184942,1.2538974941255803,0.25961538461538464,0.08653846153846154,0.0,0.0,0.0,0.0
30-50,D+1,2024-06,nanjing_1,93.0,93.0,0.6485556238484809,1.124830818991948,1.1897739877666342,1.239950626415241,1.270470516849952,0.13978494623655913,0.043010752688172046,0.0,0.0,0.0,0.0
30-50,D+1,2024-06,nanjing_2,98.0,98.0,0.5874715928836856,1.1024482623738352,1.1801135298609906,1.2359508143626783,1.2626090196666053,0.15306122448979592,0.05102040816326531,0.0,0.0,0.0,0.0
30-50,D+1,2024-06,nantong_1,98.0,98.0,0.6724405519180776,1.1553094910046604,1.201471813207146,1.2491767679664194,1.2543123240662009,0.24489795918367346,0.05102040816326531,0.0,0.0,0.0,0.0
30-50,D+1,2024-06,nantong_2,90.0,90.0,0.8087863719732162,1.191290457315742,1.2726067341473755,1.2855910216183148,1.290058281230692,0.3111111111111111,0.1,0.0,0.0,0.0,0.0
30-50,D+1,2024-06,suqian_1,91.0,91.0,0.8521888829056397,1.1811352208706174,1.223067389577217,1.2423045874656244,1.2497699319510671,0.25274725274725274,0.07692307692307693,0.0,0.0,0.0,0.0
30-50,D+1,2024-06,suzhou_1,98.0,98.0,0.43417265744464384,1.1748947642255463,1.2268012287346521,1.2645797399263357,1.2785884772739784,0.25510204081632654,0.061224489795918366,0.0,0.0,0.0,0.0
30-50,D+1,2024-06,taizhou_1,108.0,108.0,0.7973640313431885,1.1515775426119457,1.2021674607608788,1.2293036941624083,1.2337719050052924,0.25,0.05555555555555555,0.0,0.0,0.0,0.0
30-50,D+1,2024-06,taizhou_2,116.0,116.0,0.7415662715093456,1.14319985168986,1.20986053620976,1.253179633352913,1.2809583176249717,0.2672413793103448,0.0603448275862069,0.0,0.0,0.0,0.0
30-50,D+1,2024-06,wuxi_1,117.0,117.0,0.455148524228366,1.1458432134217074,1.2428833907196286,1.2715963865462074,1.3001084215237313,0.2222222222222222,0.07692307692307693,0.0,0.0,0.0,0.0
30-50,D+1,2024-06,xuzhou_1,90.0,90.0,0.8765580917328669,1.139702016184303,1.2187066578579857,1.2448944197538383,1.2703147116296778,0.18888888888888888,0.06666666666666667,0.0,0.0,0.0,0.0
30-50,D+1,2024-06,xuzhou_2,90.0,90.0,0.8597068377847551,1.2254560606134628,1.238861135571744,1.2552578466863828,1.2671687453956835,0.2111111111111111,0.12222222222222222,0.0,0.0,0.0,0.0
30-50,D+1,2024-06,yancheng_1,109.0,109.0,0.8471472474872834,1.1771974584810052,1.2030712372719932,1.226314352921724,1.2324384475058106,0.26605504587155965,0.06422018348623854,0.0,0.0,0.0,0.0
30-50,D+1,2024-06,yancheng_2,120.0,120.0,0.7805728445509397,1.1865403501411595,1.2292030894244137,1.2594358190693038,1.2875287416927372,0.225,0.09166666666666666,0.0,0.0,0.0,0.0
30-50,D+1,2024-06,yancheng_3,108.0,108.0,0.7536432032671736,1.1419840146145395,1.1777310122672737,1.2103080354479128,1.2484931699593387,0.2037037037037037,0.037037037037037035,0.0,0.0,0.0,0.0
30-50,D+1,2024-07,changzhou_1,105.0,105.0,0.784282659231775,1.1349240361513022,1.2018870718461816,1.213423395029896,1.2234761057122423,0.2761904761904762,0.05714285714285714,0.0,0.0,0.0,0.0
30-50,D+1,2024-07,huai_an_1,103.0,103.0,0.7566989239474088,1.1408318762374243,1.177104774878159,1.205178432815443,1.2077518694984843,0.21359223300970873,0.019417475728155338,0.0,0.0,0.0,0.0
30-50,D+1,2024-07,huai_an_2,104.0,104.0,0.7767769148810226,1.1269444589283346,1.1791018330282514,1.2078457989299354,1.209217001488976,0.22115384615384615,0.019230769230769232,0.0,0.0,0.0,0.0
30-50,D+1,2024-07,huai_an_3,96.0,96.0,0.7244338926494303,1.1290284393515693,1.1866752097741022,1.1949738153098657,1.202080596974455,0.17708333333333334,0.010416666666666666,0.0,0.0,0.0,0.0
30-50,D+1,2024-07,lianyungang_1,99.0,99.0,0.7509828759378634,1.1280677393988323,1.1831775602918684,1.1920615317577825,1.2139305213694649,0.20202020202020202,0.010101010101010102,0.0,0.0,0.0,0.0
30-50,D+1,2024-07,lianyungang_2,106.0,106.0,0.7466887871839476,1.0912142167527894,1.1686488457569901,1.20034391516422,1.200679404298018,0.20754716981132076,0.018867924528301886,0.0,0.0,0.0,0.0
30-50,D+1,2024-07,nanjing_1,95.0,95.0,0.648810735504764,1.1499799851391705,1.1991494181330016,1.2127655081661308,1.2285743349046507,0.16842105263157894,0.05263157894736842,0.0,0.0,0.0,0.0
30-50,D+1,2024-07,nanjing_2,98.0,98.0,0.7099964201773146,1.1286655803685737,1.2037816916546016,1.2180233034286057,1.2245015500422765,0.21428571428571427,0.061224489795918366,0.0,0.0,0.0,0.0
30-50,D+1,2024-07,nantong_1,124.0,124.0,0.8131265286811695,1.1807559119221662,1.2292837459641082,1.2475514000069357,1.2659428385449691,0.25,0.07258064516129033,0.0,0.0,0.0,0.0
30-50,D+1,2024-07,nantong_2,122.0,122.0,0.8377340588453475,1.1705608588026881,1.2465596370901348,1.2662661913456013,1.276438405100528,0.27049180327868855,0.09016393442622951,0.0,0.0,0.0,0.0
30-50,D+1,2024-07,suqian_1,95.0,95.0,0.6919293941362264,1.1666495419513938,1.1905406651638368,1.214508488505044,1.2174616009872443,0.18947368421052632,0.021052631578947368,0.0,0.0,0.0,0.0
30-50,D+1,2024-07,suzhou_1,124.0,124.0,0.7756998098683718,1.155452638502322,1.2218940845095012,1.2597887236284646,1.2725749611869113,0.22580645161290322,0.07258064516129033,0.0,0.0,0.0,0.0
30-50,D+1,2024-07,taizhou_1,106.0,106.0,0.767507833403817,1.1173799341595787,1.1758816456748282,1.2063229626190775,1.211032207934992,0.20754716981132076,0.02830188679245283,0.0,0.0,0.0,0.0
30-50,D+1,2024-07,taizhou_2,124.0,124.0,0.7795761290808936,1.145501959997526,1.2219044477443224,1.2412121717752989,1.2622642924678198,0.20161290322580644,0.06451612903225806,0.0,0.0,0.0,0.0
30-50,D+1,2024-07,wuxi_1,112.0,112.0,0.8253281834370847,1.1875732827677552,1.2470600470964828,1.262420704238989,1.275228749141396,0.26785714285714285,0.08928571428571429,0.0,0.0,0.0,0.0
30-50,D+1,2024-07,xuzhou_1,93.0,93.0,0.7700137413349822,1.125232867026899,1.198364283581555,1.220954083774762,1.2474073025418093,0.17204301075268819,0.053763440860215055,0.0,0.0,0.0,0.0
30-50,D+1,2024-07,xuzhou_2,93.0,93.0,0.6797613609998049,1.1398160904152648,1.2048842618762654,1.2224084260426997,1.2384054183335695,0.13978494623655913,0.07526881720430108,0.0,0.0,0.0,0.0
30-50,D+1,2024-07,yancheng_1,109.0,109.0,0.7370890089959182,1.1253855571905058,1.16961289847372,1.1916711969068867,1.198433541723065,0.22935779816513763,0.0,0.0,0.0,0.0,0.0
30-50,D+1,2024-07,yancheng_2,124.0,124.0,0.8069285314515238,1.1392768573263774,1.194668697572323,1.2474282587218923,1.2638163331703818,0.20967741935483872,0.04838709677419355,0.0,0.0,0.0,0.0
30-50,D+1,2024-07,yancheng_3,107.0,107.0,0.7388834460697552,1.1186287625429674,1.1729178708339845,1.2037144605543566,1.2050567035863666,0.24299065420560748,0.018691588785046728,0.0,0.0,0.0,0.0
30-50,D+1,2024-08,changzhou_1,121.0,121.0,0.8511674362964079,1.1973578555132383,1.2200043148992423,1.234765139874524,1.2445611533250824,0.35537190082644626,0.09917355371900827,0.0,0.0,0.0,0.0
30-50,D+1,2024-08,huai_an_1,117.0,117.0,0.8459573894214641,1.1958316483192541,1.2059877539946653,1.2225039167634357,1.2602506374203624,0.38461538461538464,0.08547008547008547,0.0,0.0,0.0,0.0
30-50,D+1,2024-08,huai_an_2,116.0,116.0,0.8552955646452822,1.1814020554632623,1.2092923185762574,1.2260218033123798,1.2324457201000165,0.3620689655172414,0.0603448275862069,0.0,0.0,0.0,0.0
30-50,D+1,2024-08,huai_an_3,111.0,111.0,0.8615489422846351,1.1996625580633962,1.209012359851567,1.2427947917376574,1.2446278490884881,0.40540540540540543,0.09009009009009009,0.0,0.0,0.0,0.0
30-50,D+1,2024-08,lianyungang_1,110.0,110.0,0.8593472939003131,1.1843862649314425,1.2161005075963995,1.252541411204911,1.277726631451773,0.33636363636363636,0.08181818181818182,0.0,0.0,0.0,0.0
30-50,D+1,2024-08,lianyungang_2,115.0,115.0,0.8653252334155964,1.1940106791698,1.2139459758735287,1.2390661828011424,1.2719778938758124,0.3565217391304348,0.09565217391304348,0.0,0.0,0.0,0.0
30-50,D+1,2024-08,nanjing_1,112.0,112.0,0.8538514452519301,1.210867914076506,1.2234248593146255,1.238167054550013,1.246144796690501,0.35714285714285715,0.11607142857142858,0.0,0.0,0.0,0.0
30-50,D+1,2024-08,nanjing_2,116.0,116.0,0.8527776978107645,1.2132163529266757,1.2259552591110396,1.2448388197130056,1.2635766125454433,0.3448275862068966,0.12931034482758622,0.0,0.0,0.0,0.0
30-50,D+1,2024-08,nantong_1,120.0,120.0,0.8850187069344975,1.2401041532010177,1.2489798003196608,1.2670269477775762,1.281765047476218,0.45,0.15,0.0,0.0,0.0,0.0
30-50,D+1,2024-08,nantong_2,117.0,117.0,0.8986544153871636,1.2603319041554448,1.2803765337038875,1.2976967760392553,1.3050274447853965,0.4358974358974359,0.17094017094017094,0.0,0.0,0.0,0.0
30-50,D+1,2024-08,suqian_1,109.0,109.0,0.8642287455370046,1.1852786816838885,1.2096228643798421,1.2396708292060454,1.2633573079916707,0.3577981651376147,0.07339449541284404,0.0,0.0,0.0,0.0
30-50,D+1,2024-08,suzhou_1,120.0,120.0,0.8428100924664021,1.200111375066146,1.2678604403011446,1.2836288386250905,1.3008394969593826,0.2916666666666667,0.1,0.0,0.0,0.0,0.0
30-50,D+1,2024-08,taizhou_1,119.0,119.0,0.8415762280073632,1.182810126240641,1.1979812315599798,1.214869650217073,1.2170947709133737,0.3445378151260504,0.05042016806722689,0.0,0.0,0.0,0.0
30-50,D+1,2024-08,taizhou_2,121.0,121.0,0.8817083036542118,1.2311606729496873,1.2464614066019735,1.2606827020284717,1.280257001532074,0.4049586776859504,0.11570247933884298,0.0,0.0,0.0,0.0
30-50,D+1,2024-08,wuxi_1,123.0,123.0,0.8941715181474539,1.263486661584328,1.2833561118430101,1.3056557089160525,1.3119659413169267,0.42276422764227645,0.14634146341463414,0.0,0.0,0.0,0.0
30-50,D+1,2024-08,xuzhou_1,94.0,94.0,0.8838193949039552,1.2359481003675772,1.2524126938935949,1.271892125963076,1.2768810664741634,0.3617021276595745,0.1702127659574468,0.0,0.0,0.0,0.0
30-50,D+1,2024-08,xuzhou_2,101.0,101.0,0.880258942268226,1.2084496514685739,1.2377392763086783,1.2673649117331887,1.2692543443124187,0.42574257425742573,0.10891089108910891,0.0,0.0,0.0,0.0
30-50,D+1,2024-08,yancheng_1,118.0,118.0,0.8195728214498699,1.1493014085264421,1.202466534171385,1.2216313274201736,1.2323070748049851,0.2542372881355932,0.059322033898305086,0.0,0.0,0.0,0.0
30-50,D+1,2024-08,yancheng_2,120.0,120.0,0.8667870487584173,1.2369133002160855,1.2584248599889383,1.276529084870093,1.2813661832585521,0.36666666666666664,0.125,0.0,0.0,0.0,0.0
30-50,D+1,2024-08,yancheng_3,118.0,118.0,0.842488623150108,1.184457774671382,1.1946362224895133,1.2160134488228915,1.2202596608653402,0.3220338983050847,0.0423728813559322,0.0,0.0,0.0,0.0
30-50,D+1,2024-09,changzhou_1,91.0,91.0,0.8190074065403944,1.1164359676679652,1.1346296342383657,1.1597028275072738,1.163574890596055,0.25274725274725274,0.0,0.0,0.0,0.0,0.0
30-50,D+1,2024-09,huai_an_1,99.0,99.0,0.8054165705519416,1.1012969723915924,1.1301043615934383,1.1619466594930281,1.1881143249766373,0.23232323232323232,0.0,0.0,0.0,0.0,0.0
30-50,D+1,2024-09,huai_an_2,104.0,104.0,0.8227817593016329,1.093141936078436,1.1309916107069837,1.1690305640016445,1.197619764127787,0.22115384615384615,0.0,0.0,0.0,0.0,0.0
30-50,D+1,2024-09,huai_an_3,103.0,103.0,0.8319485193567865,1.124869723554937,1.1641207401631013,1.1954328526146123,1.254929585633045,0.27184466019417475,0.009708737864077669,0.0,0.0,0.0,0.0
30-50,D+1,2024-09,lianyungang_1,111.0,111.0,0.8837895996772088,1.1317089791133699,1.1639918066402446,1.2043636442964276,1.2171550845389345,0.35135135135135137,0.018018018018018018,0.0,0.0,0.0,0.0
30-50,D+1,2024-09,lianyungang_2,109.0,109.0,0.8721209984640043,1.1223584166644822,1.1406600727774234,1.1692453792168265,1.2013195165350148,0.3577981651376147,0.009174311926605505,0.0,0.0,0.0,0.0
30-50,D+1,2024-09,nanjing_1,99.0,99.0,0.8294786272234564,1.1193607449325715,1.1517190572996334,1.1731309372018461,1.17931063951812,0.26262626262626265,0.0,0.0,0.0,0.0,0.0
30-50,D+1,2024-09,nanjing_2,94.0,94.0,0.8282727769778188,1.105493670470385,1.1382181420715185,1.171581302530285,1.1773308579248274,0.2553191489361702,0.0,0.0,0.0,0.0,0.0
30-50,D+1,2024-09,nantong_1,98.0,98.0,0.7784887250481431,1.0979334156314167,1.1472497775653456,1.1924146720829443,1.195993421525885,0.1836734693877551,0.0,0.0,0.0,0.0,0.0
30-50,D+1,2024-09,nantong_2,102.0,102.0,0.8462531654146214,1.1625055697850382,1.1913232915428522,1.235296995477436,1.2422408935845146,0.28431372549019607,0.049019607843137254,0.0,0.0,0.0,0.0
30-50,D+1,2024-09,suqian_1,108.0,108.0,0.8293014467424596,1.1308472946702228,1.1508758850216128,1.1972461787932085,1.231925637841511,0.26851851851851855,0.009259259259259259,0.0,0.0,0.0,0.0
30-50,D+1,2024-09,suzhou_1,97.0,97.0,0.7981831717483261,1.1161604829074525,1.1545821665234974,1.210002967699801,1.2101525953356278,0.20618556701030927,0.020618556701030927,0.0,0.0,0.0,0.0
30-50,D+1,2024-09,taizhou_1,97.0,97.0,0.801358509470719,1.076843522052702,1.1072813932421492,1.1633280670480888,1.1763502503441536,0.18556701030927836,0.0,0.0,0.0,0.0,0.0
30-50,D+1,2024-09,taizhou_2,98.0,98.0,0.8489025872238339,1.1361743116397203,1.162359373570837,1.201957463111931,1.2086001155302721,0.25510204081632654,0.030612244897959183,0.0,0.0,0.0,0.0
30-50,D+1,2024-09,wuxi_1,90.0,90.0,0.864036517789919,1.1630104658173088,1.1743679874929116,1.2133576202022385,1.2168608493255864,0.3333333333333333,0.022222222222222223,0.0,0.0,0.0,0.0
30-50,D+1,2024-09,xuzhou_1,117.0,117.0,0.89688636957897,1.1407642553197752,1.1801654866700577,1.2684454349563192,1.2814374710037784,0.23931623931623933,0.042735042735042736,0.0,0.0,0.0,0.0
30-50,D+1,2024-09,xuzhou_2,112.0,112.0,0.8935921563452738,1.149936392860408,1.1878076158862279,1.2269449697953365,1.2346325026433902,0.3392857142857143,0.044642857142857144,0.0,0.0,0.0,0.0
30-50,D+1,2024-09,yancheng_1,103.0,103.0,0.7983725988012564,1.0922813615057074,1.1337492985174713,1.1667966004354937,1.1915066607175484,0.21359223300970873,0.0,0.0,0.0,0.0,0.0
30-50,D+1,2024-09,yancheng_2,99.0,99.0,0.8521867371168362,1.1170314424204293,1.1622443217521585,1.2096991487399187,1.2284747230040585,0.25252525252525254,0.030303030303030304,0.0,0.0,0.0,0.0
30-50,D+1,2024-09,yancheng_3,99.0,99.0,0.7956584300492245,1.0773606865165142,1.11430667438997,1.1574054987519364,1.1811209430581742,0.1919191919191919,0.0,0.0,0.0,0.0,0.0
30-50,D+1,2024-10,changzhou_1,166.0,166.0,0.7272648831845951,1.0772021234294749,1.1167227278471572,1.2064727950329472,1.2271414311412714,0.1566265060240964,0.018072289156626505,0.0,0.0,0.0,0.0
30-50,D+1,2024-10,huai_an_1,171.0,171.0,0.8450949793155446,1.0806248596953059,1.1268665624186052,1.2098508915494022,1.2425770335915431,0.21637426900584794,0.017543859649122806,0.0,0.0,0.0,0.0
30-50,D+1,2024-10,huai_an_2,174.0,174.0,0.8985752134197205,1.0926303888017073,1.1298728696930416,1.2040605903486103,1.2231346650626338,0.26436781609195403,0.011494252873563218,0.0,0.0,0.0,0.0
30-50,D+1,2024-10,huai_an_3,171.0,171.0,0.9034643260750289,1.0930709732023591,1.1415513950505443,1.2348620246373154,1.2368101582390214,0.2631578947368421,0.029239766081871343,0.0,0.0,0.0,0.0
30-50,D+1,2024-10,lianyungang_1,174.0,174.0,0.936206535204889,1.0952662584839965,1.1406963764425833,1.235289963933178,1.2511307325215186,0.28735632183908044,0.017241379310344827,0.0,0.0,0.0,0.0
30-50,D+1,2024-10,lianyungang_2,174.0,174.0,0.8904427342159567,1.0871461142097483,1.1315310649918109,1.20224843909629,1.2331194898320914,0.28160919540229884,0.011494252873563218,0.0,0.0,0.0,0.0
30-50,D+1,2024-10,nanjing_1,168.0,168.0,0.7945601791076078,1.0853765761046925,1.1436630197263304,1.2265136932041047,1.2424900535096475,0.18452380952380953,0.023809523809523808,0.0,0.0,0.0,0.0
30-50,D+1,2024-10,nanjing_2,166.0,166.0,0.7385689398012462,1.0876393376921853,1.1396175550571523,1.2078999397996626,1.243693211124312,0.1746987951807229,0.018072289156626505,0.0,0.0,0.0,0.0
30-50,D+1,2024-10,nantong_1,170.0,170.0,0.6837107501346041,1.0758563297737118,1.128953252396261,1.1719235254596858,1.2326406999843638,0.18235294117647058,0.011764705882352941,0.0,0.0,0.0,0.0
30-50,D+1,2024-10,nantong_2,168.0,168.0,0.6928091121537656,1.1037826003854738,1.1649927423846995,1.2689643544434057,1.2832429619007115,0.19642857142857142,0.017857142857142856,0.0,0.0,0.0,0.0
30-50,D+1,2024-10,suqian_1,174.0,174.0,0.9164245936358546,1.1105252407196655,1.14755089980691,1.2415726280048955,1.2583498773628,0.28735632183908044,0.034482758620689655,0.0,0.0,0.0,0.0
30-50,D+1,2024-10,suzhou_1,165.0,165.0,0.5644639759083854,1.0809928637493467,1.1390825624083127,1.2371858071408637,1.249672140796434,0.15757575757575756,0.01818181818181818,0.0,0.0,0.0,0.0
30-50,D+1,2024-10,taizhou_1,172.0,172.0,0.7956475394634966,1.0698606411045382,1.1200175985826721,1.1980581189810782,1.2343140303764901,0.1744186046511628,0.011627906976744186,0.0,0.0,0.0,0.0
30-50,D+1,2024-10,taizhou_2,172.0,172.0,0.6687562293900734,1.0670589799498105,1.1040322370837967,1.1493069792203148,1.2403759426400933,0.16279069767441862,0.005813953488372093,0.0,0.0,0.0,0.0
30-50,D+1,2024-10,wuxi_1,165.0,165.0,0.7568852272028503,1.1050060604670442,1.1540843971589938,1.2587966065668124,1.3071430876575858,0.2,0.024242424242424242,0.0,0.0,0.0,0.0
30-50,D+1,2024-10,xuzhou_1,174.0,174.0,0.942382425919364,1.1168230734091686,1.1561215810756291,1.2756893101023976,1.278096959150233,0.3448275862068966,0.022988505747126436,0.0,0.0,0.0,0.0
