lead,month,daylight,site,n,p_cloud_eq_0,p_cloud_eq_100,p_cloud_between,p_cloud_outside_0_100,unique_values
D+1,2025-10,day,nanjing_2,343.0,0.1924198250728863,0.5043731778425656,0.3032069970845481,0.0,59.0
D+1,2025-10,day,nantong_1,354.0,0.2344632768361582,0.4406779661016949,0.3192090395480226,0.005649717514124294,62.0
D+1,2025-10,day,nantong_2,358.0,0.2206703910614525,0.4776536312849162,0.3016759776536313,0.0,62.0
D+1,2025-10,day,suqian_1,341.0,0.17008797653958943,0.6070381231671554,0.22287390029325513,0.0,48.0
D+1,2025-10,day,suzhou_1,355.0,0.24788732394366197,0.4647887323943662,0.28732394366197184,0.0,64.0
D+1,2025-10,day,taizhou_1,346.0,0.21965317919075145,0.5578034682080925,0.21965317919075145,0.002890173410404624,51.0
D+1,2025-10,day,taizhou_2,351.0,0.21367521367521367,0.5555555555555556,0.23076923076923078,0.0,50.0
D+1,2025-10,day,wuxi_1,350.0,0.29714285714285715,0.43714285714285717,0.26285714285714284,0.002857142857142857,54.0
D+1,2025-10,day,xuzhou_1,341.0,0.05278592375366569,0.6539589442815249,0.2932551319648094,0.0,55.0
D+1,2025-10,day,xuzhou_2,341.0,0.11143695014662756,0.6129032258064516,0.2756598240469208,0.0,50.0
D+1,2025-10,day,yancheng_1,345.0,0.18840579710144928,0.5826086956521739,0.22608695652173913,0.002898550724637681,50.0
D+1,2025-10,day,yancheng_2,350.0,0.21142857142857144,0.6,0.18571428571428572,0.002857142857142857,50.0
D+1,2025-10,day,yancheng_3,346.0,0.22832369942196531,0.5809248554913294,0.1907514450867052,0.0,47.0
D+1,2025-10,night,changzhou_1,397.0,0.2619647355163728,0.5390428211586902,0.19899244332493704,0.0,48.0
D+1,2025-10,night,huai_an_1,400.0,0.2375,0.66,0.1,0.0025,23.0
D+1,2025-10,night,huai_an_2,401.0,0.2344139650872818,0.5935162094763092,0.17206982543640897,0.0,32.0
D+1,2025-10,night,huai_an_3,403.0,0.19851116625310175,0.6352357320099256,0.16377171215880892,0.0024813895781637717,44.0
D+1,2025-10,night,lianyungang_1,403.0,0.14640198511166252,0.6054590570719603,0.24813895781637718,0.0,56.0
D+1,2025-10,night,lianyungang_2,401.0,0.12718204488778054,0.5910224438902744,0.2817955112219451,0.0,59.0
D+1,2025-10,night,nanjing_1,403.0,0.21836228287841192,0.6029776674937966,0.1761786600496278,0.0024813895781637717,48.0
D+1,2025-10,night,nanjing_2,401.0,0.24189526184538654,0.5760598503740648,0.18204488778054864,0.0,42.0
D+1,2025-10,night,nantong_1,390.0,0.28205128205128205,0.5641025641025641,0.15384615384615385,0.0,41.0
D+1,2025-10,night,nantong_2,386.0,0.24611398963730569,0.6088082901554405,0.14507772020725387,0.0,38.0
D+1,2025-10,night,suqian_1,403.0,0.19106699751861042,0.5732009925558312,0.23573200992555832,0.0,52.0
D+1,2025-10,night,suzhou_1,389.0,0.2982005141388175,0.5526992287917738,0.14910025706940874,0.0,41.0
D+1,2025-10,night,taizhou_1,398.0,0.24874371859296482,0.6306532663316583,0.12060301507537688,0.0,29.0
D+1,2025-10,night,taizhou_2,393.0,0.25699745547073793,0.5979643765903307,0.1450381679389313,0.0,42.0
D+1,2025-10,night,wuxi_1,394.0,0.30456852791878175,0.5913705583756346,0.10406091370558376,0.0,29.0
D+1,2025-10,night,xuzhou_1,403.0,0.1513647642679901,0.6377171215880894,0.2109181141439206,0.0,49.0
D+1,2025-10,night,xuzhou_2,403.0,0.14640198511166252,0.56575682382134,0.2853598014888337,0.0024813895781637717,51.0
D+1,2025-10,night,yancheng_1,399.0,0.23809523809523808,0.6090225563909775,0.15288220551378445,0.0,25.0
D+1,2025-10,night,yancheng_2,394.0,0.25380710659898476,0.6294416243654822,0.116751269035533,0.0,26.0
D+1,2025-10,night,yancheng_3,398.0,0.24120603015075376,0.6557788944723618,0.10050251256281408,0.002512562814070352,26.0
D+1,2025-11,day,changzhou_1,316.0,0.41455696202531644,0.33544303797468356,0.25,0.0,28.0
D+1,2025-11,day,huai_an_1,313.0,0.46006389776357826,0.30990415335463256,0.23003194888178913,0.0,35.0
D+1,2025-11,day,huai_an_2,311.0,0.48231511254019294,0.31511254019292606,0.20257234726688103,0.0,22.0
D+1,2025-11,day,huai_an_3,320.0,0.425,0.2875,0.2875,0.0,40.0
D+1,2025-11,day,lianyungang_1,313.0,0.48562300319488816,0.3258785942492013,0.18849840255591055,0.0,27.0
D+1,2025-11,day,lianyungang_2,309.0,0.47896440129449835,0.2815533980582524,0.23624595469255663,0.003236245954692557,35.0
D+1,2025-11,day,nanjing_1,328.0,0.4268292682926829,0.3475609756097561,0.22560975609756098,0.0,30.0
D+1,2025-11,day,nanjing_2,324.0,0.4166666666666667,0.33641975308641975,0.24691358024691357,0.0,32.0
D+1,2025-11,day,nantong_1,307.0,0.4364820846905538,0.3485342019543974,0.21498371335504887,0.0,25.0
D+1,2025-11,day,nantong_2,303.0,0.43234323432343236,0.3333333333333333,0.23432343234323433,0.0,25.0
D+1,2025-11,day,suqian_1,319.0,0.46394984326018807,0.3166144200626959,0.219435736677116,0.0,30.0
D+1,2025-11,day,suzhou_1,308.0,0.4383116883116883,0.36038961038961037,0.2012987012987013,0.0,30.0
D+1,2025-11,day,taizhou_1,312.0,0.4326923076923077,0.34935897435897434,0.21794871794871795,0.0,26.0
D+1,2025-11,day,taizhou_2,307.0,0.4755700325732899,0.2996742671009772,0.2247557003257329,0.0,34.0
D+1,2025-11,day,wuxi_1,314.0,0.4267515923566879,0.39171974522292996,0.18152866242038215,0.0,32.0
D+1,2025-11,day,xuzhou_1,325.0,0.41846153846153844,0.35384615384615387,0.2276923076923077,0.0,35.0
D+1,2025-11,day,xuzhou_2,325.0,0.4523076923076923,0.3076923076923077,0.24,0.0,40.0
D+1,2025-11,day,yancheng_1,309.0,0.4919093851132686,0.3074433656957929,0.19741100323624594,0.003236245954692557,28.0
D+1,2025-11,day,yancheng_2,306.0,0.4934640522875817,0.29411764705882354,0.21241830065359477,0.0,27.0
D+1,2025-11,day,yancheng_3,311.0,0.4533762057877814,0.3247588424437299,0.22186495176848875,0.0,29.0
D+1,2025-11,night,changzhou_1,404.0,0.4183168316831683,0.34405940594059403,0.2376237623762376,0.0,45.0
D+1,2025-11,night,huai_an_1,407.0,0.42997542997543,0.36117936117936117,0.20884520884520885,0.0,31.0
D+1,2025-11,night,huai_an_2,409.0,0.45965770171149145,0.33496332518337407,0.20537897310513448,0.0,29.0
D+1,2025-11,night,huai_an_3,400.0,0.4075,0.3475,0.245,0.0,41.0
D+1,2025-11,night,lianyungang_1,407.0,0.5110565110565111,0.29484029484029484,0.1941031941031941,0.0,36.0
D+1,2025-11,night,lianyungang_2,411.0,0.5060827250608273,0.30413625304136255,0.1897810218978102,0.0,33.0
D+1,2025-11,night,nanjing_1,392.0,0.39540816326530615,0.36989795918367346,0.23214285714285715,0.002551020408163265,34.0
D+1,2025-11,night,nanjing_2,396.0,0.39141414141414144,0.351010101010101,0.25757575757575757,0.0,37.0
D+1,2025-11,night,nantong_1,413.0,0.4600484261501211,0.3583535108958838,0.18159806295399517,0.0,34.0
D+1,2025-11,night,nantong_2,417.0,0.44364508393285373,0.3764988009592326,0.17985611510791366,0.0,35.0
D+1,2025-11,night,suqian_1,401.0,0.44389027431421446,0.3341645885286783,0.22194513715710723,0.0,35.0
D+1,2025-11,night,suzhou_1,412.0,0.4344660194174757,0.3907766990291262,0.17475728155339806,0.0,37.0
D+1,2025-11,night,taizhou_1,408.0,0.4387254901960784,0.36764705882352944,0.19362745098039216,0.0,25.0
D+1,2025-11,night,taizhou_2,413.0,0.4552058111380145,0.35351089588377727,0.19128329297820823,0.0,32.0
D+1,2025-11,night,wuxi_1,406.0,0.37438423645320196,0.39655172413793105,0.229064039408867,0.0,40.0
D+1,2025-11,night,xuzhou_1,395.0,0.4835443037974684,0.31139240506329113,0.20506329113924052,0.0,38.0
D+1,2025-11,night,xuzhou_2,395.0,0.4607594936708861,0.3493670886075949,0.189873417721519,0.0,30.0
D+1,2025-11,night,yancheng_1,411.0,0.46715328467153283,0.34306569343065696,0.1897810218978102,0.0,29.0
D+1,2025-11,night,yancheng_2,414.0,0.4396135265700483,0.34057971014492755,0.21980676328502416,0.0,35.0
D+1,2025-11,night,yancheng_3,409.0,0.4180929095354523,0.3643031784841076,0.21515892420537897,0.0024449877750611247,29.0
D+1,2025-12,day,changzhou_1,316.0,0.3829113924050633,0.3259493670886076,0.2911392405063291,0.0,41.0
D+1,2025-12,day,huai_an_1,301.0,0.4318936877076412,0.3521594684385382,0.2159468438538206,0.0,26.0
D+1,2025-12,day,huai_an_2,293.0,0.42662116040955633,0.34812286689419797,0.22525597269624573,0.0,30.0
D+1,2025-12,day,huai_an_3,302.0,0.4205298013245033,0.3576158940397351,0.22185430463576158,0.0,30.0
D+1,2025-12,day,lianyungang_1,288.0,0.3541666666666667,0.3472222222222222,0.2986111111111111,0.0,37.0
D+1,2025-12,day,lianyungang_2,287.0,0.3170731707317073,0.3693379790940767,0.313588850174216,0.0,31.0
D+1,2025-12,day,nanjing_1,316.0,0.3987341772151899,0.3227848101265823,0.27848101265822783,0.0,35.0
D+1,2025-12,day,nanjing_2,317.0,0.36908517350157727,0.31230283911671924,0.3186119873817035,0.0,47.0
D+1,2025-12,day,nantong_1,311.0,0.3890675241157556,0.3086816720257235,0.3022508038585209,0.0,31.0
D+1,2025-12,day,nantong_2,310.0,0.32903225806451614,0.3387096774193548,0.33225806451612905,0.0,36.0
D+1,2025-12,day,suqian_1,295.0,0.41694915254237286,0.37966101694915255,0.2033898305084746,0.0,24.0
D+1,2025-12,day,suzhou_1,313.0,0.3801916932907348,0.3194888178913738,0.3003194888178914,0.0,38.0
D+1,2025-12,day,taizhou_1,303.0,0.45544554455445546,0.33993399339933994,0.20462046204620463,0.0,25.0
D+1,2025-12,day,taizhou_2,306.0,0.40522875816993464,0.35947712418300654,0.23529411764705882,0.0,30.0
D+1,2025-12,day,wuxi_1,320.0,0.365625,0.359375,0.275,0.0,34.0
D+1,2025-12,day,xuzhou_1,310.0,0.36451612903225805,0.35161290322580646,0.2838709677419355,0.0,39.0
D+1,2025-12,day,xuzhou_2,297.0,0.3872053872053872,0.36363636363636365,0.24915824915824916,0.0,33.0
D+1,2025-12,day,yancheng_1,294.0,0.3877551020408163,0.3129251700680272,0.29931972789115646,0.0,42.0
D+1,2025-12,day,yancheng_2,303.0,0.37293729372937295,0.3465346534653465,0.28052805280528054,0.0,33.0
D+1,2025-12,day,yancheng_3,300.0,0.43,0.3333333333333333,0.23666666666666666,0.0,25.0
D+1,2025-12,night,changzhou_1,428.0,0.3294392523364486,0.3691588785046729,0.3014018691588785,0.0,48.0
D+1,2025-12,night,huai_an_1,443.0,0.3363431151241535,0.4762979683972912,0.1873589164785553,0.0,36.0
D+1,2025-12,night,huai_an_2,451.0,0.328159645232816,0.43902439024390244,0.2328159645232816,0.0,34.0
D+1,2025-12,night,huai_an_3,442.0,0.32805429864253394,0.41855203619909503,0.25339366515837103,0.0,42.0
D+1,2025-12,night,lianyungang_1,456.0,0.38377192982456143,0.375,0.2412280701754386,0.0,33.0
D+1,2025-12,night,lianyungang_2,457.0,0.33698030634573306,0.3938730853391685,0.26914660831509846,0.0,46.0
D+1,2025-12,night,nanjing_1,428.0,0.3107476635514019,0.4392523364485981,0.25,0.0,37.0
D+1,2025-12,night,nanjing_2,427.0,0.3114754098360656,0.3840749414519906,0.3044496487119438,0.0,51.0
D+1,2025-12,night,nantong_1,433.0,0.27713625866050806,0.3810623556581986,0.3418013856812933,0.0,49.0
D+1,2025-12,night,nantong_2,434.0,0.2350230414746544,0.3847926267281106,0.38018433179723504,0.0,50.0
D+1,2025-12,night,suqian_1,449.0,0.3674832962138085,0.38530066815144765,0.24721603563474387,0.0,39.0
D+1,2025-12,night,suzhou_1,431.0,0.32018561484918795,0.37122969837587005,0.308584686774942,0.0,38.0
D+1,2025-12,night,taizhou_1,441.0,0.3219954648526077,0.4875283446712018,0.19047619047619047,0.0,39.0
D+1,2025-12,night,taizhou_2,438.0,0.2853881278538813,0.4794520547945205,0.23515981735159816,0.0,41.0
D+1,2025-12,night,wuxi_1,424.0,0.3466981132075472,0.38443396226415094,0.2688679245283019,0.0,33.0
D+1,2025-12,night,xuzhou_1,434.0,0.4539170506912442,0.3617511520737327,0.18433179723502305,0.0,40.0
D+1,2025-12,night,xuzhou_2,447.0,0.4116331096196868,0.3624161073825503,0.22595078299776286,0.0,42.0
D+1,2025-12,night,yancheng_1,450.0,0.3288888888888889,0.4533333333333333,0.21777777777777776,0.0,35.0
D+1,2025-12,night,yancheng_2,441.0,0.2743764172335601,0.4852607709750567,0.24036281179138322,0.0,38.0
D+1,2025-12,night,yancheng_3,444.0,0.32657657657657657,0.5022522522522522,0.17117117117117117,0.0,27.0
D+1,2026-01,day,changzhou_1,320.0,0.365625,0.35625,0.278125,0.0,39.0
D+1,2026-01,day,huai_an_1,311.0,0.3762057877813505,0.40836012861736337,0.21543408360128619,0.0,33.0
D+1,2026-01,day,huai_an_2,310.0,0.3903225806451613,0.4161290322580645,0.1935483870967742,0.0,26.0
D+1,2026-01,day,huai_an_3,310.0,0.34516129032258064,0.4129032258064516,0.24193548387096775,0.0,32.0
D+1,2026-01,day,lianyungang_1,310.0,0.4838709677419355,0.3774193548387097,0.13870967741935483,0.0,28.0
D+1,2026-01,day,lianyungang_2,310.0,0.43870967741935485,0.4096774193548387,0.15161290322580645,0.0,25.0
D+1,2026-01,day,nanjing_1,310.0,0.3419354838709677,0.3903225806451613,0.267741935483871,0.0,37.0
D+1,2026-01,day,nanjing_2,314.0,0.4012738853503185,0.37261146496815284,0.22611464968152867,0.0,39.0
D+1,2026-01,day,nantong_1,341.0,0.3196480938416422,0.3841642228739003,0.2961876832844575,0.0,36.0
D+1,2026-01,day,nantong_2,338.0,0.27514792899408286,0.4260355029585799,0.2988165680473373,0.0,40.0
D+1,2026-01,day,suqian_1,310.0,0.41935483870967744,0.3967741935483871,0.18387096774193548,0.0,29.0
D+1,2026-01,day,suzhou_1,341.0,0.35777126099706746,0.375366568914956,0.2668621700879765,0.0,35.0
D+1,2026-01,day,taizhou_1,315.0,0.3492063492063492,0.4444444444444444,0.20634920634920634,0.0,30.0
D+1,2026-01,day,taizhou_2,322.0,0.32919254658385094,0.4440993788819876,0.2267080745341615,0.0,29.0
D+1,2026-01,day,wuxi_1,341.0,0.40762463343108507,0.34310850439882695,0.24926686217008798,0.0,31.0
D+1,2026-01,day,xuzhou_1,310.0,0.3903225806451613,0.34838709677419355,0.26129032258064516,0.0,30.0
D+1,2026-01,day,xuzhou_2,310.0,0.3709677419354839,0.3935483870967742,0.23548387096774193,0.0,31.0
D+1,2026-01,day,yancheng_1,311.0,0.36977491961414793,0.4180064308681672,0.21221864951768488,0.0,32.0
D+1,2026-01,day,yancheng_2,320.0,0.334375,0.421875,0.24375,0.0,33.0
D+1,2026-01,day,yancheng_3,314.0,0.37261146496815284,0.4394904458598726,0.18789808917197454,0.0,23.0
D+1,2026-01,night,changzhou_1,424.0,0.37971698113207547,0.3278301886792453,0.29245283018867924,0.0,44.0
D+1,2026-01,night,huai_an_1,433.0,0.3418013856812933,0.46882217090069284,0.18937644341801385,0.0,28.0
D+1,2026-01,night,huai_an_2,434.0,0.3824884792626728,0.42857142857142855,0.1889400921658986,0.0,30.0
D+1,2026-01,night,huai_an_3,434.0,0.34101382488479265,0.4447004608294931,0.21428571428571427,0.0,41.0
D+1,2026-01,night,lianyungang_1,434.0,0.3986175115207373,0.391705069124424,0.20967741935483872,0.0,46.0
D+1,2026-01,night,lianyungang_2,434.0,0.3986175115207373,0.41013824884792627,0.1912442396313364,0.0,38.0
D+1,2026-01,night,nanjing_1,434.0,0.33410138248847926,0.3640552995391705,0.30184331797235026,0.0,51.0
D+1,2026-01,night,nanjing_2,430.0,0.3744186046511628,0.3302325581395349,0.29534883720930233,0.0,43.0
D+1,2026-01,night,nantong_1,403.0,0.36228287841191065,0.3523573200992556,0.2853598014888337,0.0,38.0
D+1,2026-01,night,nantong_2,406.0,0.2955665024630542,0.3891625615763547,0.31527093596059114,0.0,40.0
D+1,2026-01,night,suqian_1,434.0,0.37557603686635943,0.4308755760368664,0.1935483870967742,0.0,39.0
D+1,2026-01,night,suzhou_1,403.0,0.4143920595533499,0.31265508684863524,0.2729528535980149,0.0,38.0
D+1,2026-01,night,taizhou_1,429.0,0.351981351981352,0.4522144522144522,0.1958041958041958,0.0,29.0
D+1,2026-01,night,taizhou_2,422.0,0.3696682464454976,0.43838862559241704,0.19194312796208532,0.0,32.0
D+1,2026-01,night,wuxi_1,403.0,0.4218362282878412,0.3523573200992556,0.22580645161290322,0.0,34.0
D+1,2026-01,night,xuzhou_1,434.0,0.3686635944700461,0.423963133640553,0.2073732718894009,0.0,40.0
D+1,2026-01,night,xuzhou_2,434.0,0.3870967741935484,0.42626728110599077,0.18663594470046083,0.0,38.0
D+1,2026-01,night,yancheng_1,433.0,0.39260969976905313,0.42494226327944573,0.18244803695150116,0.0,32.0
D+1,2026-01,night,yancheng_2,424.0,0.3490566037735849,0.455188679245283,0.1957547169811321,0.0,32.0
D+1,2026-01,night,yancheng_3,430.0,0.3372093023255814,0.44883720930232557,0.21395348837209302,0.0,36.0
D+1,2026-02,day,changzhou_1,308.0,0.2857142857142857,0.487012987012987,0.22727272727272727,0.0,35.0
D+1,2026-02,day,huai_an_1,308.0,0.32142857142857145,0.5064935064935064,0.17207792207792208,0.0,33.0
D+1,2026-02,day,huai_an_2,307.0,0.31596091205211724,0.5211726384364821,0.16286644951140064,0.0,25.0
D+1,2026-02,day,huai_an_3,306.0,0.30718954248366015,0.5,0.19281045751633988,0.0,36.0
D+1,2026-02,day,lianyungang_1,302.0,0.31125827814569534,0.46357615894039733,0.2251655629139073,0.0,38.0
D+1,2026-02,day,lianyungang_2,305.0,0.31475409836065577,0.4426229508196721,0.24262295081967214,0.0,44.0
D+1,2026-02,day,nanjing_1,310.0,0.3064516129032258,0.4806451612903226,0.2129032258064516,0.0,31.0
D+1,2026-02,day,nanjing_2,308.0,0.2857142857142857,0.4935064935064935,0.22077922077922077,0.0,36.0
D+1,2026-02,day,nantong_1,308.0,0.29545454545454547,0.4967532467532468,0.2077922077922078,0.0,25.0
D+1,2026-02,day,nantong_2,308.0,0.2662337662337662,0.4935064935064935,0.24025974025974026,0.0,30.0
D+1,2026-02,day,suqian_1,304.0,0.29605263157894735,0.5427631578947368,0.1611842105263158,0.0,29.0
D+1,2026-02,day,suzhou_1,308.0,0.2597402597402597,0.4772727272727273,0.262987012987013,0.0,33.0
D+1,2026-02,day,taizhou_1,308.0,0.30194805194805197,0.5064935064935064,0.19155844155844157,0.0,32.0
D+1,2026-02,day,taizhou_2,308.0,0.2922077922077922,0.4902597402597403,0.21753246753246752,0.0,29.0
D+1,2026-02,day,wuxi_1,308.0,0.2922077922077922,0.4805194805194805,0.22727272727272727,0.0,32.0
D+1,2026-02,day,xuzhou_1,302.0,0.26490066225165565,0.5331125827814569,0.20198675496688742,0.0,37.0
D+1,2026-02,day,xuzhou_2,302.0,0.271523178807947,0.5860927152317881,0.1423841059602649,0.0,27.0
D+1,2026-02,day,yancheng_1,308.0,0.3246753246753247,0.5,0.17532467532467533,0.0,31.0
D+1,2026-02,day,yancheng_2,308.0,0.3116883116883117,0.4902597402597403,0.19805194805194806,0.0,28.0
D+1,2026-02,day,yancheng_3,308.0,0.32142857142857145,0.5,0.17857142857142858,0.0,29.0
D+1,2026-02,night,changzhou_1,364.0,0.26373626373626374,0.49725274725274726,0.23901098901098902,0.0,43.0
D+1,2026-02,night,huai_an_1,364.0,0.2802197802197802,0.5054945054945055,0.21428571428571427,0.0,31.0
D+1,2026-02,night,huai_an_2,365.0,0.29863013698630136,0.5068493150684932,0.19452054794520549,0.0,32.0
D+1,2026-02,night,huai_an_3,366.0,0.26229508196721313,0.48360655737704916,0.2540983606557377,0.0,41.0
D+1,2026-02,night,lianyungang_1,370.0,0.34054054054054056,0.4756756756756757,0.1837837837837838,0.0,32.0
D+1,2026-02,night,lianyungang_2,367.0,0.335149863760218,0.4986376021798365,0.16621253405994552,0.0,29.0
D+1,2026-02,night,nanjing_1,362.0,0.27348066298342544,0.4613259668508287,0.26519337016574585,0.0,50.0
D+1,2026-02,night,nanjing_2,364.0,0.25824175824175827,0.5054945054945055,0.23626373626373626,0.0,41.0
D+1,2026-02,night,nantong_1,364.0,0.260989010989011,0.4697802197802198,0.2692307692307692,0.0,39.0
D+1,2026-02,night,nantong_2,364.0,0.2774725274725275,0.49175824175824173,0.23076923076923078,0.0,43.0
D+1,2026-02,night,suqian_1,368.0,0.30434782608695654,0.48097826086956524,0.21467391304347827,0.0,38.0
D+1,2026-02,night,suzhou_1,364.0,0.27197802197802196,0.489010989010989,0.23901098901098902,0.0,38.0
D+1,2026-02,night,taizhou_1,364.0,0.27472527472527475,0.47802197802197804,0.24725274725274726,0.0,37.0
D+1,2026-02,night,taizhou_2,364.0,0.2774725274725275,0.5027472527472527,0.21978021978021978,0.0,26.0
D+1,2026-02,night,wuxi_1,364.0,0.26373626373626374,0.5192307692307693,0.21703296703296704,0.0,40.0
D+1,2026-02,night,xuzhou_1,370.0,0.3675675675675676,0.4783783783783784,0.15405405405405406,0.0,31.0
D+1,2026-02,night,xuzhou_2,370.0,0.33513513513513515,0.4837837837837838,0.1810810810810811,0.0,38.0
D+1,2026-02,night,yancheng_1,364.0,0.30494505494505497,0.5137362637362637,0.1813186813186813,0.0,30.0
D+1,2026-02,night,yancheng_2,364.0,0.2692307692307692,0.47527472527472525,0.2554945054945055,0.0,37.0
D+1,2026-02,night,yancheng_3,364.0,0.2692307692307692,0.49725274725274726,0.23351648351648352,0.0,35.0
D+1,2026-03,day,changzhou_1,375.0,0.14933333333333335,0.584,0.26666666666666666,0.0,49.0
D+1,2026-03,day,huai_an_1,376.0,0.13031914893617022,0.6223404255319149,0.2473404255319149,0.0,44.0
D+1,2026-03,day,huai_an_2,375.0,0.144,0.5333333333333333,0.32266666666666666,0.0,49.0
D+1,2026-03,day,huai_an_3,376.0,0.125,0.6143617021276596,0.26063829787234044,0.0,47.0
D+1,2026-03,day,lianyungang_1,375.0,0.176,0.528,0.296,0.0,52.0
D+1,2026-03,day,lianyungang_2,374.0,0.1657754010695187,0.5187165775401069,0.3155080213903743,0.0,49.0
D+1,2026-03,day,nanjing_1,376.0,0.125,0.6356382978723404,0.2393617021276596,0.0,38.0
D+1,2026-03,day,nanjing_2,377.0,0.13527851458885942,0.623342175066313,0.2413793103448276,0.0,47.0
D+1,2026-03,day,nantong_1,372.0,0.13440860215053763,0.5913978494623656,0.27419354838709675,0.0,44.0
D+1,2026-03,day,nantong_2,371.0,0.11590296495956873,0.5929919137466307,0.29110512129380056,0.0,41.0
D+1,2026-03,day,suqian_1,375.0,0.11466666666666667,0.5786666666666667,0.30666666666666664,0.0,46.0
D+1,2026-03,day,suzhou_1,372.0,0.15053763440860216,0.5994623655913979,0.25,0.0,45.0
D+1,2026-03,day,taizhou_1,375.0,0.11733333333333333,0.6293333333333333,0.25333333333333335,0.0,40.0
D+1,2026-03,day,taizhou_2,373.0,0.13404825737265416,0.6166219839142091,0.24932975871313673,0.0,38.0
D+1,2026-03,day,wuxi_1,375.0,0.16533333333333333,0.6213333333333333,0.21333333333333335,0.0,35.0
D+1,2026-03,day,xuzhou_1,372.0,0.13978494623655913,0.5672043010752689,0.29301075268817206,0.0,51.0
D+1,2026-03,day,xuzhou_2,373.0,0.13136729222520108,0.5683646112600537,0.3002680965147453,0.0,50.0
D+1,2026-03,day,yancheng_1,374.0,0.15240641711229946,0.5668449197860963,0.2807486631016043,0.0,48.0
D+1,2026-03,day,yancheng_2,373.0,0.16353887399463807,0.5924932975871313,0.24396782841823056,0.0,42.0
D+1,2026-03,day,yancheng_3,375.0,0.128,0.6186666666666667,0.25333333333333335,0.0,35.0
D+1,2026-03,night,changzhou_1,369.0,0.11382113821138211,0.6233062330623306,0.26287262872628725,0.0,44.0
D+1,2026-03,night,huai_an_1,368.0,0.11684782608695653,0.6902173913043478,0.19293478260869565,0.0,34.0
D+1,2026-03,night,huai_an_2,369.0,0.11653116531165311,0.6964769647696477,0.18699186991869918,0.0,32.0
D+1,2026-03,night,huai_an_3,368.0,0.13858695652173914,0.6739130434782609,0.1875,0.0,37.0
D+1,2026-03,night,lianyungang_1,369.0,0.11924119241192412,0.7073170731707317,0.17344173441734417,0.0,33.0
D+1,2026-03,night,lianyungang_2,370.0,0.0972972972972973,0.745945945945946,0.15675675675675677,0.0,34.0
D+1,2026-03,night,nanjing_1,368.0,0.12771739130434784,0.6358695652173914,0.23641304347826086,0.0,42.0
D+1,2026-03,night,nanjing_2,367.0,0.11171662125340599,0.6239782016348774,0.26430517711171664,0.0,52.0
D+1,2026-03,night,nantong_1,372.0,0.12903225806451613,0.6236559139784946,0.24731182795698925,0.0,41.0
D+1,2026-03,night,nantong_2,373.0,0.14209115281501342,0.6300268096514745,0.22788203753351208,0.0,42.0
D+1,2026-03,night,suqian_1,369.0,0.12195121951219512,0.6802168021680217,0.1978319783197832,0.0,36.0
D+1,2026-03,night,suzhou_1,372.0,0.12365591397849462,0.6693548387096774,0.20698924731182797,0.0,39.0
D+1,2026-03,night,taizhou_1,369.0,0.12466124661246612,0.7289972899728997,0.14634146341463414,0.0,28.0
D+1,2026-03,night,taizhou_2,371.0,0.12668463611859837,0.6630727762803235,0.21024258760107817,0.0,40.0
D+1,2026-03,night,wuxi_1,369.0,0.08672086720867209,0.6747967479674797,0.23848238482384823,0.0,40.0
D+1,2026-03,night,xuzhou_1,372.0,0.13978494623655913,0.6612903225806451,0.1989247311827957,0.0,48.0
D+1,2026-03,night,xuzhou_2,371.0,0.11859838274932614,0.660377358490566,0.2210242587601078,0.0,34.0
D+1,2026-03,night,yancheng_1,370.0,0.0945945945945946,0.6945945945945946,0.21081081081081082,0.0,36.0
D+1,2026-03,night,yancheng_2,371.0,0.12129380053908356,0.660377358490566,0.2183288409703504,0.0,41.0
D+1,2026-03,night,yancheng_3,369.0,0.10840108401084012,0.7100271002710027,0.18157181571815717,0.0,28.0
D+1,2026-04,day,changzhou_1,390.0,0.11538461538461539,0.7410256410256411,0.14358974358974358,0.0,35.0
D+1,2026-04,day,huai_an_1,390.0,0.13076923076923078,0.7128205128205128,0.1564102564102564,0.0,35.0
D+1,2026-04,day,huai_an_2,390.0,0.16153846153846155,0.658974358974359,0.1794871794871795,0.0,36.0
D+1,2026-04,day,huai_an_3,390.0,0.14871794871794872,0.7051282051282052,0.14615384615384616,0.0,29.0
D+1,2026-04,day,lianyungang_1,390.0,0.20512820512820512,0.5358974358974359,0.258974358974359,0.0,48.0
D+1,2026-04,day,lianyungang_2,390.0,0.2230769230769231,0.541025641025641,0.2358974358974359,0.0,44.0
D+1,2026-04,day,nanjing_1,390.0,0.11794871794871795,0.7461538461538462,0.1358974358974359,0.0,29.0
D+1,2026-04,day,nanjing_2,390.0,0.11794871794871795,0.7282051282051282,0.15384615384615385,0.0,36.0
D+1,2026-04,day,nantong_1,390.0,0.08717948717948718,0.764102564102564,0.14871794871794872,0.0,34.0
D+1,2026-04,day,nantong_2,390.0,0.08461538461538462,0.7435897435897436,0.1717948717948718,0.0,42.0
D+1,2026-04,day,suqian_1,390.0,0.14102564102564102,0.6410256410256411,0.21794871794871795,0.0,41.0
D+1,2026-04,day,suzhou_1,390.0,0.08974358974358974,0.7615384615384615,0.14871794871794872,0.0,35.0
D+1,2026-04,day,taizhou_1,390.0,0.08974358974358974,0.7230769230769231,0.18717948717948718,0.0,37.0
