population,sample_count,unique_service_time_lead_count,duplicate_rate,ghi_zero_rate,cloud_zero_rate,cloud_100_rate,kt_p99,kt_max,kt_gt_1_5_rate,kt_gt_3_rate
requested_site_weighted,1357920,1357920,0.0,0.4674833568987864,0.20759764934605868,0.5496111700247437,2.358719330857517,3.932122535555289,0.049625620121367175,0.002151133004299084
unique_service_time_lead,1357920,1357920,0.0,0.4674833568987864,0.20759764934605868,0.5496111700247437,2.358719330857517,3.932122535555289,0.049625620121367175,0.002151133004299084
