rows,sites,gfs_service_points,start,end,raw_ghi_negative_rate,raw_ghi_zero_rate_all,raw_ghi_zero_rate_solar_gt15,raw_ghi_zero_sat_gt100_solar_gt15_rate,raw_ghi_zero_sat_gt300_solar_gt15_count,raw_ghi_zero_solar_gt15_count,raw_ghi_zero_inconsistent_components_count,inconsistent_components_all_clear_sky_le50,inconsistent_components_all_cloud_100,inconsistent_components_all_dni_zero,inconsistent_components_max_dhi,cloud_zero_rate,cloud_100_rate,cloud_interior_rate,kt_p99,kt_max,kt_gt_1_5_rate,duplicate_rate
1357920,20,20,2024-02-01 00:00:00+00:00,2026-08-31 23:00:00+00:00,0.0,0.4674833568987864,5.420494891183565e-06,7.364204076823377e-07,1,3,41,True,True,True,6.0,0.20759764934605868,0.5496111700247437,0.24181763285024155,1.2461429413785563,1.6770463027306421,0.0003846468220960367,0.0
