outer_fold,inner_fold,group,repeat,score_rows,baseline_mean_pinball,mean_pinball,delta_vs_full
outer_5,inner_3,radiation,2,570,26.0905028191721,96.11834206993548,70.02783925076338
outer_5,inner_3,clear_sky_kt,0,570,26.0905028191721,31.920568303180918,5.830065484008816
outer_5,inner_3,clear_sky_kt,1,570,26.0905028191721,30.813656204552853,4.723153385380751
outer_5,inner_3,clear_sky_kt,2,570,26.0905028191721,31.01478983213752,4.924287012965419
outer_5,inner_3,cloud,0,570,26.0905028191721,26.884128201383437,0.793625382211335
outer_5,inner_3,cloud,1,570,26.0905028191721,26.747613350037998,0.6571105308658964
outer_5,inner_3,cloud,2,570,26.0905028191721,26.446798516826394,0.3562956976542928
outer_5,inner_3,meteorology,0,570,26.0905028191721,29.241758514496706,3.151255695324604
outer_5,inner_3,meteorology,1,570,26.0905028191721,29.421159678462757,3.330656859290656
outer_5,inner_3,meteorology,2,570,26.0905028191721,29.707755176499617,3.6172523573275157
outer_5,inner_3,solar_geometry,0,570,26.0905028191721,27.97466608375966,1.88416326458756
outer_5,inner_3,solar_geometry,1,570,26.0905028191721,27.903717243416605,1.813214424244503
outer_5,inner_3,solar_geometry,2,570,26.0905028191721,27.744187052283397,1.6536842331112958
outer_5,inner_3,temporal_dynamics,0,570,26.0905028191721,28.749654312535043,2.659151493362941
outer_5,inner_3,temporal_dynamics,1,570,26.0905028191721,29.2583443685838,3.1678415494116976
outer_5,inner_3,temporal_dynamics,2,570,26.0905028191721,29.054410960636073,2.963908141463971
